Rank	Taxon	Counts
Genus	g__RGIG9041	18
Genus	g__RGIG9060	9
Genus	g__RGIG9079	5
Genus	g__RGIG9096	3
Genus	g__RGIG9099	10
Genus	g__RGIG9107	2
Genus	g__RGIG9114	8
Genus	g__RGIG9115	18
Genus	g__RGIG9126	8
Genus	g__RGIG9201	1
Genus	g__RGIG9379	2
Genus	g__RGIG9608	6
Genus	g__RGIG982	5
Genus	g__RGIG990	3
Genus	g__RGIG9934	3
Genus	g__RGIG995	23
Genus	g__Rhodococcus	1
Genus	g__Roseburia	9
Genus	g__Ructibacterium	50
Genus	g__RUG099	30
Genus	g__RUG11130	25
Genus	g__RUG11139	4
Genus	g__RUG11142	1
Genus	g__RUG11194	11
Genus	g__RUG11198	1
Genus	g__RUG11200	2
Genus	g__RUG11224	2
Genus	g__RUG11247	3
Genus	g__RUG11257	2
Genus	g__RUG11462	9
Genus	g__RUG11551	6
Genus	g__RUG11690	3
Genus	g__RUG11788	1
Genus	g__RUG11797	3
Genus	g__RUG11867	2
Genus	g__RUG11977	15
Genus	g__RUG12395	10
Genus	g__RUG12461	5
Genus	g__RUG12519	6
Genus	g__RUG12783	3
Genus	g__RUG12826	13
Genus	g__RUG12871	4
Genus	g__RUG12999	5
Genus	g__RUG13038	1
Genus	g__RUG13160	1
Genus	g__RUG13409	9
Genus	g__RUG13583	3
Genus	g__RUG14130	2
Genus	g__RUG14156	10
Genus	g__RUG14179	6
Genus	g__RUG14186	1
Genus	g__RUG14199	4
Genus	g__RUG14219	2
Genus	g__RUG14243	1
Genus	g__RUG14515	1
Genus	g__RUG14871	2
Genus	g__RUG191	5
Genus	g__RUG306	1
Genus	g__RUG334	3
Genus	g__RUG369	23
Genus	g__RUG410	18
Genus	g__RUG420	13
Genus	g__RUG440	5
Genus	g__RUG472	3
Genus	g__RUG521	2
Genus	g__RUG563	23
Genus	g__RUG572	7
Genus	g__RUG592	1
Genus	g__RUG612	2
Genus	g__RUG626	2
Genus	g__RUG658	3
Genus	g__RUG695	4
Genus	g__RUG705	2
Genus	g__RUG708	9
Genus	g__RUG740	19
Genus	g__RUG754	1
Genus	g__RUG756	1
Genus	g__RUG760	3
Genus	g__RUG806	79
Genus	g__RUG842	1
Genus	g__Ruminiclostridium_E	31
Genus	g__Ruminobacter	3
Genus	g__Ruminococcus	50
Genus	g__Ruminococcus_B	1
Genus	g__Ruminococcus_C	3
Genus	g__Ruminococcus_E	135
Genus	g__Ruminococcus_F	1
Genus	g__Saccharimonas	1
Genus	g__Saccharofermentans	46
Genus	g__Sarcina	1
Genus	g__Scatacola_A	1
Genus	g__Scatenecus	1
Genus	g__Scatocola	3
Genus	g__Scatosoma	286
Genus	g__Scatovivens	17
Genus	g__Scybalousia	2
Genus	g__Selenomonas_A	1
Genus	g__SFDP01	14
Genus	g__SFEB01	3
Genus	g__SFEL01	7
Genus	g__SFHK01	9
Genus	g__SFHR01	1
Genus	g__SFLA01	19
Genus	g__SFMI01	11
Genus	g__SFTH01	4
Genus	g__SFTJ01	1
Genus	g__SFWF01	81
Genus	g__Shewanella	1
Genus	g__Shuttleworthia	2
Genus	g__SIG200	2
Genus	g__SIG204	2
Genus	g__SIG205	1
Genus	g__SIG220	3
Genus	g__SIG274	3
Genus	g__SIG291	2
Genus	g__SIG292	2
Genus	g__SIG293	2
Genus	g__SIG299	18
Genus	g__SIG300	6
Genus	g__SIG301	1
Genus	g__SIG307	27
Genus	g__SIG32	8
Genus	g__SIG332	8
Genus	g__SIG351	6
Genus	g__SIG371	2
Genus	g__SIG402	4
Genus	g__SIG42	1
Genus	g__SIG423	1
Genus	g__SIG424	2
Genus	g__SIG427	3
Genus	g__SIG430	4
Genus	g__SIG435	8
Genus	g__SIG437	6
Genus	g__SIG438	13
Genus	g__SIG440	74
Genus	g__SIG447	31
Genus	g__SIG448	1
Genus	g__SIG450	11
Genus	g__SIG452	16
Genus	g__SIG454	10
Genus	g__SIG455	20
Genus	g__SIG469	1
Genus	g__SIG471	1
Genus	g__SIG480	53
Genus	g__SIG483	4
Genus	g__SIG495	3
Genus	g__SIG499	2
Genus	g__SIG510	7
Genus	g__SIG519	1
Genus	g__SIG526	1
Genus	g__SIG530	1
Genus	g__SIG554	1
Genus	g__SIG565	52
Genus	g__SIG575	37
Genus	g__SIG578	23
Genus	g__SIG587	16
Genus	g__SIG588	11
Genus	g__SIG589	22
Genus	g__SIG598	10
Genus	g__SIG603	5
Genus	g__SIG607	38
Genus	g__SIG622	25
Genus	g__SIG627	5
Genus	g__SIG636	17
Genus	g__SIG640	4
Genus	g__SIG644	21
Genus	g__SIG653	22
Genus	g__SIG655	8
Genus	g__SIG662	2
Genus	g__SIG672	20
Genus	g__SIG673	29
Genus	g__SIG685	5
Genus	g__SIG693	12
Genus	g__SIG694	2
Genus	g__SIG701	36
Genus	g__SIG704	1
Genus	g__SIG710	26
Genus	g__SIG714	7
Genus	g__SIG77	8
Genus	g__SIG78	21
Genus	g__SIG79	8
Genus	g__Slackia_A	1
Genus	g__Sodaliphilus	16
Genus	g__Solibacillus	9
Genus	g__Sphingobacterium	2
Genus	g__Sphingopyxis	1
Genus	g__Spyradenecus	9
Genus	g__Spyradocola	2
Genus	g__Spyradosoma	9
Genus	g__Stercoripulliclostridium_A	12
Genus	g__Stercorousia	1
Genus	g__Streptococcus	1
Genus	g__Stutzerimonas	1
Genus	g__Succinivibrio	3
Genus	g__Sutterella	1
Genus	g__SVCP01	9
Genus	g__SZUA-448	14
Genus	g__Taishania	1
Genus	g__Tannerella	1
Genus	g__Tidjanibacter	54
Genus	g__Timburyella	1
Genus	g__Traorella	4
Genus	g__Treponema_D	92
Genus	g__Treponema_F	15
Genus	g__TWA4	1
Genus	g__UB1719	4
Genus	g__UBA10281	16
Genus	g__UBA1066	4
Genus	g__UBA1067	78
Genus	g__UBA10677	13
Genus	g__UBA1081	31
Genus	g__UBA11452	4
Genus	g__UBA11471	1
Genus	g__UBA11475	6
Genus	g__UBA11490	13
Genus	g__UBA11512	6
Genus	g__UBA11524	22
Genus	g__UBA11540	17
Genus	g__UBA11549	1
Genus	g__UBA1174	15
Genus	g__UBA1179	37
Genus	g__UBA1181	12
Genus	g__UBA1188	1
Genus	g__UBA1189	54
Genus	g__UBA1195	3
Genus	g__UBA1203	1
Genus	g__UBA1205	2
Genus	g__UBA1206	5
Genus	g__UBA1213	2
Genus	g__UBA1217	3
Genus	g__UBA1219	2
Genus	g__UBA1224	3
Genus	g__UBA1227	15
Genus	g__UBA1231	7
Genus	g__UBA1234	2
Genus	g__UBA1238	1
Genus	g__UBA1240	4
Genus	g__UBA1246	1
Genus	g__UBA1254	6
Genus	g__UBA1257	1
Genus	g__UBA1258	32
Genus	g__UBA1259	229
Genus	g__UBA1267	8
Genus	g__UBA1367	4
Genus	g__UBA1394	6
Genus	g__UBA1412	1
Genus	g__UBA1417	7
Genus	g__UBA1425	3
Genus	g__UBA1436	53
Genus	g__UBA1685	2
Genus	g__UBA1711	38
Genus	g__UBA1712	19
Genus	g__UBA1715	9
Genus	g__UBA1723	11
Genus	g__UBA1724	2
Genus	g__UBA1731	9
Genus	g__UBA1737	12
Genus	g__UBA1738	34
Genus	g__UBA1740	551
Genus	g__UBA1752	135
Genus	g__UBA1753	1
Genus	g__UBA1754	1
Genus	g__UBA1755	5
Genus	g__UBA1756	9
Genus	g__UBA1757	4
Genus	g__UBA1762	4
Genus	g__UBA1764	2
Genus	g__UBA1765	5
Genus	g__UBA1774	2
Genus	g__UBA1775	18
Genus	g__UBA1776	5
Genus	g__UBA1783	2
Genus	g__UBA1784	70
Genus	g__UBA1786	17
Genus	g__UBA2450	1
Genus	g__UBA2730	2
Genus	g__UBA2804	2
Genus	g__UBA2813	5
Genus	g__UBA2834	16
Genus	g__UBA2862	8
Genus	g__UBA2868	17
Genus	g__UBA2882	6
Genus	g__UBA2883	2
Genus	g__UBA2903	2
Genus	g__UBA2918	2
Genus	g__UBA2922	3
Genus	g__UBA2942	3
Genus	g__UBA3054	1
Genus	g__UBA3206	1
Genus	g__UBA3207	10
Genus	g__UBA3210	1
Genus	g__UBA3263	3
Genus	g__UBA3291	2
Genus	g__UBA3402	3
Genus	g__UBA3637	15
Genus	g__UBA3663	37
Genus	g__UBA3753	1
Genus	g__UBA3766	46
Genus	g__UBA3774	5
Genus	g__UBA3789	3
Genus	g__UBA3792	11
Genus	g__UBA3824	8
Genus	g__UBA3830	1
Genus	g__UBA3839	3
Genus	g__UBA3855	30
Genus	g__UBA3871	1
Genus	g__UBA4248	9
Genus	g__UBA4292	2
Genus	g__UBA4293	7
Genus	g__UBA4334	27
Genus	g__UBA4345	6
Genus	g__UBA4363	4
Genus	g__UBA4372	47
Genus	g__UBA4636	16
Genus	g__UBA4644	11
Genus	g__UBA4675	11
Genus	g__UBA4716	5
Genus	g__UBA4717	14
Genus	g__UBA4951	6
Genus	g__UBA5448	4
Genus	g__UBA5489	6
Genus	g__UBA5884	2
Genus	g__UBA5905	110
Genus	g__UBA629	1
Genus	g__UBA6345	8
Genus	g__UBA636	14
Genus	g__UBA6382	3
Genus	g__UBA6857	159
Genus	g__UBA6984	1
Genus	g__UBA6987	4
Genus	g__UBA7050	5
Genus	g__UBA710	1
Genus	g__UBA7185	13
Genus	g__UBA737	321
Genus	g__UBA738	1
Genus	g__UBA7477	7
Genus	g__UBA7488	15
Genus	g__UBA7573	4
Genus	g__UBA7597	3
Genus	g__UBA7702	1
Genus	g__UBA7862	7
Genus	g__UBA7867	3
Genus	g__UBA7868	2
Genus	g__UBA8612	42
Genus	g__UBA866	1
Genus	g__UBA940	11
Genus	g__UBA9715	9
Genus	g__UBA9786	1
Genus	g__UMGS1002	6
Genus	g__UMGS1045	1
Genus	g__UMGS1052	14
Genus	g__UMGS1071	2
Genus	g__UMGS1109	1
Genus	g__UMGS1124	8
Genus	g__UMGS1224	1
Genus	g__UMGS1225	1
Genus	g__UMGS1264	1
Genus	g__UMGS1279	54
Genus	g__UMGS1307	3
Genus	g__UMGS1312	9
Genus	g__UMGS1322	38
Genus	g__UMGS1338	1
Genus	g__UMGS1387	31
Genus	g__UMGS1484	27
Genus	g__UMGS1491	6
Genus	g__UMGS1502	1
Genus	g__UMGS1518	1
Genus	g__UMGS1532	6
Genus	g__UMGS1585	1
Genus	g__UMGS1613	9
Genus	g__UMGS1649	17
Genus	g__UMGS1668	29
Genus	g__UMGS1696	56
Genus	g__UMGS172	42
Genus	g__UMGS1781	2
Genus	g__UMGS1810	3
Genus	g__UMGS1820	35
Genus	g__UMGS1840	4
Genus	g__UMGS1865	122
Genus	g__UMGS1883	84
Genus	g__UMGS1908	2
Genus	g__UMGS1933	4
Genus	g__UMGS1976	5
Genus	g__UMGS2069	3
Genus	g__UMGS363	1
Genus	g__UMGS687	1
Genus	g__UMGS731	11
Genus	g__UMGS75	2
Genus	g__UMGS755	34
Genus	g__UMGS882	11
Genus	g__UMGS902	20
Genus	g__UMGS973	3
Genus	g__UMGS995	1
Genus	g__Ureaplasma	1
Genus	g__Velocimicrobium	4
Genus	g__Ventricola	8
Genus	g__Ventrimonas	2
Genus	g__Vescimonas	26
Genus	g__Victivallis	3
Genus	g__VSOB01	1
Genus	g__W3P20-009	16
Genus	g__WQSD01	1
Genus	g__Wujia	32
Genus	g__XBB1006	1
Genus	g__Zag111	11
Genus	g__ZC3RG03	4
Species	Unclassified	12377
Species	s__AC2028 sp002317155	1
Species	s__AC2028 sp024403435	1
Species	s__AC2028 sp024403475	1
Species	s__Acetatifactor sp015056885	1
Species	s__Acetatifactor sp015057005	1
Species	s__Acetatifactor sp017397645	1
Species	s__Acetatifactor sp017513625	1
Species	s__Acetatifactor sp017522685	1
Species	s__Acetatifactor sp017620975	1
Species	s__Acetatifactor sp024403365	1
Species	s__Acetatifactor sp904501885	1
Species	s__Acetobacter sp017413025	1
Species	s__Acinetobacter bohemicus	1
Species	s__Acinetobacter equi	1
Species	s__Acinetobacter pecorum	1
Species	s__Acinetobacter pseudolwoffii	1
Species	s__Acinetobacter sp019038395	1
Species	s__Aeromonas salmonicida	1
Species	s__Agathobacter sp017936725	1
Species	s__Akkermansia muciniphila	1
Species	s__Akkermansia sp002358905	1
Species	s__Akkermansia sp015061985	1
Species	s__Akkermansia sp015062005	1
Species	s__Akkermansia sp015062015	1
Species	s__Akkermansia sp015062055	1
Species	s__Akkermansia sp017379255	1
Species	s__Akkermansia sp017390945	1
Species	s__Akkermansia sp017398355	1
Species	s__Akkermansia sp017398765	1
Species	s__Akkermansia sp017399165	1
Species	s__Akkermansia sp017409465	1
Species	s__Akkermansia sp017415555	1
Species	s__Akkermansia sp017415995	1
Species	s__Akkermansia sp017435365	1
Species	s__Akkermansia sp017435505	1
Species	s__Akkermansia sp017471985	1
Species	s__Akkermansia sp017477935	1
Species	s__Akkermansia sp017504805	1
Species	s__Akkermansia sp017517385	1
Species	s__Akkermansia sp017517805	1
Species	s__Akkermansia sp017521145	1
Species	s__Akkermansia sp017521405	1
Species	s__Akkermansia sp017546445	1
Species	s__Akkermansia sp017546845	1
Species	s__Akkermansia sp017549485	1
Species	s__Akkermansia sp017555025	1
Species	s__Akkermansia sp017555205	1
Species	s__Akkermansia sp017937215	1
Species	s__Akkermansia sp024405435	1
Species	s__Akkermansia sp900766865	1
Species	s__Akkermansia sp904501915	1
Species	s__Akkermansia sp904501955	1
Species	s__Akkermansia sp904501975	1
Species	s__Akkermansia sp904502165	1
Species	s__Alistipes finegoldii	1
Species	s__Alistipes sp015059685	1
Species	s__Alistipes sp015059715	1
Species	s__Alistipes sp015059735	1
Species	s__Alistipes sp015059785	1
Species	s__Alistipes sp015059805	1
Species	s__Alistipes sp015059845	1
Species	s__Alistipes sp015059865	1
Species	s__Alistipes sp015059875	1
Species	s__Alistipes sp015059905	1
Species	s__Alistipes sp015059925	1
Species	s__Alistipes sp015059955	1
Species	s__Alistipes sp015059965	1
Species	s__Alistipes sp015060005	1
Species	s__Alistipes sp015060015	1
Species	s__Alistipes sp015060045	1
Species	s__Alistipes sp015060065	1
Species	s__Alistipes sp015060075	1
Species	s__Alistipes sp015060115	1
Species	s__Alistipes sp015060165	1
Species	s__Alistipes sp017379015	1
Species	s__Alistipes sp017379895	1
Species	s__Alistipes sp017380275	1
Species	s__Alistipes sp017380515	1
Species	s__Alistipes sp017381935	1
Species	s__Alistipes sp017383345	1
Species	s__Alistipes sp017383445	1
Species	s__Alistipes sp017384185	1
Species	s__Alistipes sp017391185	1
Species	s__Alistipes sp017391435	1
Species	s__Alistipes sp017391665	1
Species	s__Alistipes sp017398045	1
Species	s__Alistipes sp017398555	1
Species	s__Alistipes sp017398695	1
Species	s__Alistipes sp017399485	1
Species	s__Alistipes sp017403125	1
Species	s__Alistipes sp017408825	1
Species	s__Alistipes sp017410165	1
Species	s__Alistipes sp017416915	1
Species	s__Alistipes sp017421945	1
Species	s__Alistipes sp017424405	1
Species	s__Alistipes sp017425655	1
Species	s__Alistipes sp017436185	1
Species	s__Alistipes sp017437045	1
Species	s__Alistipes sp017442365	1
Species	s__Alistipes sp017463585	1
Species	s__Alistipes sp017465055	1
Species	s__Alistipes sp017465605	1
Species	s__Alistipes sp017474235	1
Species	s__Alistipes sp017481925	1
Species	s__Alistipes sp017501025	1
Species	s__Alistipes sp017501625	1
Species	s__Alistipes sp017502025	2
Species	s__Alistipes sp017503575	1
Species	s__Alistipes sp017504265	1
Species	s__Alistipes sp017504485	1
Species	s__Alistipes sp017505725	1
Species	s__Alistipes sp017507075	1
Species	s__Alistipes sp017517705	1
Species	s__Alistipes sp017520545	1
Species	s__Alistipes sp017521945	1
Species	s__Alistipes sp017531305	1
Species	s__Alistipes sp017532885	1
Species	s__Alistipes sp017536555	1
Species	s__Alistipes sp017536605	1
Species	s__Alistipes sp017546725	1
Species	s__Alistipes sp017547175	1
Species	s__Alistipes sp017555805	1
Species	s__Alistipes sp017558115	1
Species	s__Alistipes sp017559615	1
Species	s__Alistipes sp017561105	1
Species	s__Alistipes sp017621455	1
Species	s__Alistipes sp017623115	1
Species	s__Alistipes sp017623505	1
Species	s__Alistipes sp017624955	1
Species	s__Alistipes sp017628595	1
Species	s__Alistipes sp017628735	1
Species	s__Alistipes sp017629035	1
Species	s__Alistipes sp017629145	1
Species	s__Alistipes sp017629615	1
Species	s__Alistipes sp017629985	1
Species	s__Alistipes sp017630245	1
Species	s__Alistipes sp017630735	1
Species	s__Alistipes sp017631035	1
Species	s__Alistipes sp017631135	1
Species	s__Alistipes sp017631255	1
Species	s__Alistipes sp017631275	1
Species	s__Alistipes sp017631285	1
Species	s__Alistipes sp017632115	1
Species	s__Alistipes sp017646625	1
Species	s__Alistipes sp017647025	1
Species	s__Alistipes sp017647625	1
Species	s__Alistipes sp017654125	1
Species	s__Alistipes sp017934845	1
Species	s__Alistipes sp017937765	1
Species	s__Alistipes sp017937805	1
Species	s__Alistipes sp017938765	1
Species	s__Alistipes sp023413645	1
Species	s__Alistipes sp900768015	1
Species	s__Alistipes sp900768045	1
Species	s__Alistipes sp900769405	1
Species	s__Alistipes sp900769445	1
Species	s__Alistipes sp900769525	1
Species	s__Alistipes sp900769745	1
Species	s__Alistipes sp900770585	2
Species	s__Alistipes sp900770635	1
Species	s__Alistipes sp904502005	1
Species	s__Alistipes sp904502075	1
Species	s__Alistipes sp904502285	1
Species	s__Allisonella histaminiformans	1
Species	s__Alloprevotella sp017383485	1
Species	s__Alloprevotella sp017461605	1
Species	s__Alloprevotella sp017547385	1
Species	s__Alloprevotella sp017628555	2
Species	s__Alloprevotella sp017628775	1
Species	s__Alloprevotella sp018066245	1
Species	s__Alloprevotella sp021153165	1
Species	s__Anaerobutyricum sp904502145	1
Species	s__Aphodosoma sp017467185	1
Species	s__Aphodosoma sp024399545	1
Species	s__Aphodosoma sp024399575	1
Species	s__Aphodousia sp017383055	1
Species	s__Aphodousia sp017646335	1
Species	s__Arthrobacter_B sp023921125	1
Species	s__Arthrobacter_B sunyaminii	1
Species	s__Avelusimicrobium sp017468055	1
Species	s__Avelusimicrobium sp017501565	1
Species	s__Avelusimicrobium sp017520185	1
Species	s__Avelusimicrobium sp017546175	1
Species	s__Avidehalobacter sp017398165	1
Species	s__Avigastranaerophilus sp017396025	1
Species	s__Avigastranaerophilus sp905234915	1
Species	s__Avilachnospira sp024405155	1
Species	s__Avispirillum sp015065395	1
Species	s__Avispirillum sp017513325	1
Species	s__Avispirillum sp017520365	1
Species	s__Avispirillum sp017623255	1
Species	s__Bact-11 sp018064445	1
Species	s__Bact-11 sp024398365	1
Species	s__Bact-19 sp902776565	1
Species	s__Bacteroides congonensis	1
Species	s__Bacteroides fragilis	1
Species	s__Bacteroides thetaiotaomicron	1
Species	s__Barnesiella_A sp017410245	1
Species	s__Barnesiella_A sp017481745	1
Species	s__Barnesiella_A sp017522135	1
Species	s__Barnesiella_A sp017531985	1
Species	s__Barnesiella_A sp017532725	1
Species	s__Barnesiella_A sp017561285	1
Species	s__Barnesiella_A sp017935645	1
Species	s__Barnesiella_A sp904502265	1
Species	s__Bifidobacterium longum	1
Species	s__Bulleidia sp000701725	1
Species	s__Bulleidia sp003446295	1
Species	s__Bulleidia sp015058875	1
Species	s__Bulleidia sp017514525	1
Species	s__Bulleidia sp024696355	1
Species	s__Bulleidia sp900320455	1
Species	s__Bulleidia sp902795905	1
Species	s__Butyrivibrio fibrisolvens_C	1
Species	s__Butyrivibrio proteoclasticus_B	1
Species	s__Butyrivibrio sp015056495	1
Species	s__Caccoplasma sp015061035	1
Species	s__Caccoplasma sp017416695	1
Species	s__Caccoplasma sp017521245	1
Species	s__Caccoplasma sp017559955	1
Species	s__Caccovivens sp017621525	1
Species	s__CACZYB01 sp017938435	1
Species	s__CADAEX01 sp902787125	1
Species	s__CAG-1000 sp017473105	1
Species	s__CAG-115 sp015067375	1
Species	s__CAG-115 sp017465665	1
Species	s__CAG-177 sp015065965	1
Species	s__CAG-177 sp017397105	1
Species	s__CAG-177 sp017403185	1
Species	s__CAG-177 sp017435385	1
Species	s__CAG-177 sp017473165	1
Species	s__CAG-177 sp017502085	1
Species	s__CAG-177 sp017517665	1
Species	s__CAG-177 sp017623615	1
Species	s__CAG-177 sp017630695	1
Species	s__CAG-177 sp017938985	1
Species	s__CAG-177 sp024404015	1
Species	s__CAG-177 sp024404025	1
Species	s__CAG-194 sp017461865	1
Species	s__CAG-194 sp017465095	1
Species	s__CAG-194 sp017623815	1
Species	s__CAG-196 sp017629215	1
Species	s__CAG-238 sp017436705	1
Species	s__CAG-267 sp015062535	1
Species	s__CAG-267 sp017465945	1
Species	s__CAG-303 sp015057425	1
Species	s__CAG-303 sp017412055	1
Species	s__CAG-303 sp017935565	1
Species	s__CAG-390 sp017415485	1
Species	s__CAG-390 sp017522125	1
Species	s__CAG-390 sp017632155	1
Species	s__CAG-448 sp015064015	1
Species	s__CAG-448 sp015064685	1
Species	s__CAG-448 sp015065285	1
Species	s__CAG-448 sp017408625	1
Species	s__CAG-448 sp017411745	1
Species	s__CAG-448 sp017414605	1
Species	s__CAG-448 sp017483125	1
Species	s__CAG-448 sp017483305	1
Species	s__CAG-448 sp017503325	1
Species	s__CAG-448 sp024404505	1
Species	s__CAG-448 sp904501865	1
Species	s__CAG-452 sp015056485	1
Species	s__CAG-485 sp015061085	1
Species	s__CAG-485 sp017547845	1
Species	s__CAG-488 sp017415025	1
Species	s__CAG-488 sp017625835	1
Species	s__CAG-488 sp017935265	1
Species	s__CAG-552 sp017501145	1
Species	s__CAG-590 sp017622535	1
Species	s__CAG-632 sp017461045	1
Species	s__CAG-791 sp002362155	1
Species	s__CAG-791 sp902785055	1
Species	s__CAG-95 sp017938315	1
Species	s__CAJGBR01 sp904501625	1
Species	s__CAJGCS01 sp904501965	1
Species	s__CAJGDV01 sp904502155	1
Species	s__CAKRZE01 sp024404495	1
Species	s__CAKTXU01 sp934615635	1
Species	s__Campylobacter sp002139875	1
Species	s__Campylobacter sp017646085	1
Species	s__Carnobacterium_A jeotgali	1
Species	s__CAZU01 sp015062235	1
Species	s__CAZU01 sp015062285	1
Species	s__CAZU01 sp015062305	1
Species	s__CAZU01 sp015062585	1
Species	s__CAZU01 sp017452885	1
Species	s__CAZU01 sp017457005	1
Species	s__CAZU01 sp017501665	1
Species	s__CAZU01 sp902763535	1
Species	s__Cellulomonas_A sp024508335	1
Species	s__Chlamydophila pecorum	1
Species	s__Clostridium butyricum_B	1
Species	s__Clostridium_Q fessum	1
Species	s__Coprenecus sp017501525	1
Species	s__Coprenecus sp017504965	1
Species	s__Coprenecus sp017546125	1
Species	s__Coprenecus sp017630155	1
Species	s__Coprenecus sp900769885	1
Species	s__Copromonas sp017380975	1
Species	s__Coprovivens sp015059245	1
Species	s__Cryptobacteroides sp015060205	1
Species	s__Cryptobacteroides sp015060255	1
Species	s__Cryptobacteroides sp015060325	1
Species	s__Cryptobacteroides sp015060335	1
Species	s__Cryptobacteroides sp015060395	1
Species	s__Cryptobacteroides sp015060405	1
Species	s__Cryptobacteroides sp015060455	1
Species	s__Cryptobacteroides sp017383945	1
Species	s__Cryptobacteroides sp017398335	1
Species	s__Cryptobacteroides sp017399865	1
Species	s__Cryptobacteroides sp017399905	1
Species	s__Cryptobacteroides sp017415715	1
Species	s__Cryptobacteroides sp017437125	1
Species	s__Cryptobacteroides sp017442315	1
Species	s__Cryptobacteroides sp017461285	1
Species	s__Cryptobacteroides sp017465225	1
Species	s__Cryptobacteroides sp017471965	1
Species	s__Cryptobacteroides sp017472115	1
Species	s__Cryptobacteroides sp017474265	1
Species	s__Cryptobacteroides sp017502125	1
Species	s__Cryptobacteroides sp017506825	1
Species	s__Cryptobacteroides sp017549145	1
Species	s__Cryptobacteroides sp017550025	1
Species	s__Cryptobacteroides sp017556765	2
Species	s__Cryptobacteroides sp017560825	1
Species	s__Cryptobacteroides sp017561265	1
Species	s__Cryptobacteroides sp017626355	1
Species	s__Cryptobacteroides sp017626555	1
Species	s__Cryptobacteroides sp017937885	1
Species	s__Cryptobacteroides sp017938925	1
Species	s__Cryptobacteroides sp018065985	1
Species	s__Cryptobacteroides sp018066125	1
Species	s__Cryptobacteroides sp021153285	1
Species	s__Cryptobacteroides sp024398075	1
Species	s__Cryptobacteroides sp024398125	1
Species	s__Cryptobacteroides sp024401635	1
Species	s__Cryptobacteroides sp024401695	1
Species	s__Cryptobacteroides sp024401745	1
Species	s__Cryptobacteroides sp024401795	1
Species	s__Cryptobacteroides sp024401805	1
Species	s__Cryptobacteroides sp024401825	1
Species	s__Cryptobacteroides sp024401855	1
Species	s__Cryptobacteroides sp024401895	1
Species	s__Cryptobacteroides sp024401975	1
Species	s__Cryptobacteroides sp024402095	1
Species	s__Cryptobacteroides sp024402135	1
Species	s__Cryptobacteroides sp900320965	1
Species	s__Cryptobacteroides sp900771005	1
Species	s__Cryptobacteroides sp904501835	1
Species	s__Desulfovibrio sp017415765	1
Species	s__DTU089 sp015066225	1
Species	s__DTU089 sp015066345	1
Species	s__DTU089 sp015066465	1
Species	s__DTU089 sp017380615	1
Species	s__DTU089 sp017436285	1
Species	s__DTU089 sp017501865	1
Species	s__DTU089 sp017521425	1
Species	s__DTU089 sp017550105	1
Species	s__DTU089 sp017626295	1
Species	s__DTU089 sp017631355	1
Species	s__DTU089 sp017937865	1
Species	s__Duodenibacillus sp017628205	1
Species	s__Dysosmobacter sp015068335	1
Species	s__E4-135 sp024405585	1
Species	s__E4-60 sp018065065	1
Species	s__Egerieisoma sp015069165	1
Species	s__Egerieisoma sp017522515	1
Species	s__Egerieisoma sp017560765	1
Species	s__Egerieisoma sp017622825	1
Species	s__Egerieousia sp015060225	1
Species	s__Egerieousia sp015060245	1
Species	s__Egerieousia sp015060445	1
Species	s__Egerieousia sp017380095	1
Species	s__Egerieousia sp017398125	1
Species	s__Egerieousia sp017555925	1
Species	s__Egerieousia sp017556665	1
Species	s__Egerieousia sp017625535	1
Species	s__Egerieousia sp017631435	1
Species	s__Egerieousia sp017935505	1
Species	s__Egerieousia sp018065035	1
Species	s__Egerieousia sp900769385	1
Species	s__Egerieousia sp900769735	1
Species	s__Enterocloster sp001517625	1
Species	s__Enterococcus_B hirae	1
Species	s__Enterococcus_B mundtii	1
Species	s__Enterocola sp017387515	1
Species	s__Enterocola sp017391905	1
Species	s__Enterocola sp017508305	1
Species	s__Enterocola sp017517845	1
Species	s__Enterocola sp017646225	1
Species	s__Enterocola sp904502115	1
Species	s__Enterousia sp002373935	1
Species	s__Enterousia sp015062445	1
Species	s__Enterousia sp015062495	1
Species	s__Enterousia sp015062525	1
Species	s__Enterousia sp015062545	1
Species	s__Enterousia sp017383325	1
Species	s__Enterousia sp017403085	1
Species	s__Enterousia sp017409215	1
Species	s__Enterousia sp017425725	1
Species	s__Enterousia sp017436325	2
Species	s__Enterousia sp017443235	1
Species	s__Enterousia sp017450905	1
Species	s__Enterousia sp017451625	1
Species	s__Enterousia sp017471805	1
Species	s__Enterousia sp017472065	1
Species	s__Enterousia sp017502865	1
Species	s__Enterousia sp017503725	1
Species	s__Enterousia sp017505705	1
Species	s__Enterousia sp017513285	1
Species	s__Enterousia sp017520675	1
Species	s__Enterousia sp017546265	1
Species	s__Enterousia sp017549445	1
Species	s__Enterousia sp017629245	1
Species	s__Enterousia sp017630405	1
Species	s__Enterousia sp017935245	1
Species	s__Enterousia sp017936185	1
Species	s__Enterousia sp017937735	1
Species	s__Enterousia sp018064365	1
Species	s__Enterousia sp024402765	1
Species	s__Enterousia sp900320405	1
Species	s__Enterousia sp902762295	2
Species	s__Enterousia sp902771695	1
Species	s__Enterousia sp902790415	1
Species	s__Enterousia sp902793005	1
Species	s__Enterousia sp902801125	1
Species	s__Enterousia sp902802115	1
Species	s__Enterousia sp904502095	1
