BGC_ID,BGC_cluster_ID,BGC_Prediction,BiG-SCAPE_class
T1900044553_TS20190019_bin.213.fa.c00170_T190004...region001, T1900044553_TS20190019_bin.213_T1900044553_TS20190019_bin.213_contig_000170,RRE-containing,RiPPs
T1900044553_TS20190019_bin.213.fa.c00177_T190004...region001, T1900044553_TS20190019_bin.213_T1900044553_TS20190019_bin.213_contig_000177,RRE-containing,RiPPs
T1900044553_TS20190019_bin.217.fa.c00056_T190004...region001, T1900044553_TS20190019_bin.217_T1900044553_TS20190019_bin.217_contig_000056,RRE-containing,RiPPs
T1900044553_TS20190019_bin.217.fa.c00069_T190004...region001, T1900044553_TS20190019_bin.217_T1900044553_TS20190019_bin.217_contig_000069,betalactone,Others
T1900044553_TS20190019_bin.224.fa.c00109_T190004...region001, T1900044553_TS20190019_bin.224_T1900044553_TS20190019_bin.224_contig_000109,ranthipeptide,RiPPs
T1900044553_TS20190019_bin.87.fa.c00020_T190004...region001, T1900044553_TS20190019_bin.87_T1900044553_TS20190019_bin.87_contig_000020,RRE-containing,RiPPs
T1900044553_TS20190019_bin.95.fa.c00041_T190004...region001, T1900044553_TS20190019_bin.95_T1900044553_TS20190019_bin.95_contig_000041,NRPS-like,NRPS
T1900044553_TS20190019_bin.95.fa.c00054_T190004...region001, T1900044553_TS20190019_bin.95_T1900044553_TS20190019_bin.95_contig_000054,betalactone,Others
T1900044553_TS20190019_bin.95.fa.c00067_T190004...region001, T1900044553_TS20190019_bin.95_T1900044553_TS20190019_bin.95_contig_000067,ranthipeptide,RiPPs
T1900044553_TS20190019_bin.95.fa.c00172_T190004...region001, T1900044553_TS20190019_bin.95_T1900044553_TS20190019_bin.95_contig_000172,RRE-containing,RiPPs
T1900044554_TS20190020_bin.121.fa.c00057_T190004...region001, T1900044554_TS20190020_bin.121_T1900044554_TS20190020_bin.121_contig_000057,ranthipeptide,RiPPs
T1900044554_TS20190020_bin.121.fa.c00087_T190004...region001, T1900044554_TS20190020_bin.121_T1900044554_TS20190020_bin.121_contig_000087,ranthipeptide,RiPPs
T1900044554_TS20190020_bin.121.fa.c00196_T190004...region001, T1900044554_TS20190020_bin.121_T1900044554_TS20190020_bin.121_contig_000196,RRE-containing,RiPPs
T1900044554_TS20190020_bin.143.fa.c00005_T190004...region001, T1900044554_TS20190020_bin.143_T1900044554_TS20190020_bin.143_contig_000005,RRE-containing,RiPPs
T1900044554_TS20190020_bin.143.fa.c00017_T190004...region001, T1900044554_TS20190020_bin.143_T1900044554_TS20190020_bin.143_contig_000017,betalactone,Others
T1900044554_TS20190020_bin.202.fa.c00047_T190004...region001, T1900044554_TS20190020_bin.202_T1900044554_TS20190020_bin.202_contig_000047,ranthipeptide,RiPPs
T1900044554_TS20190020_bin.202.fa.c00048_T190004...region001, T1900044554_TS20190020_bin.202_T1900044554_TS20190020_bin.202_contig_000048,cyclic-lactone-autoinducer,RiPPs
T1900044554_TS20190020_bin.202.fa.c00102_T190004...region001, T1900044554_TS20190020_bin.202_T1900044554_TS20190020_bin.202_contig_000102,RRE-containing,RiPPs
T1900044554_TS20190020_bin.202.fa.c00177_T190004...region001, T1900044554_TS20190020_bin.202_T1900044554_TS20190020_bin.202_contig_000177,RiPP-like,RiPPs
T1900044554_TS20190020_bin.218.fa.c00094_T190004...region001, T1900044554_TS20190020_bin.218_T1900044554_TS20190020_bin.218_contig_000094,ranthipeptide.betalactone,Others
T1900044554_TS20190020_bin.218.fa.c00138_T190004...region001, T1900044554_TS20190020_bin.218_T1900044554_TS20190020_bin.218_contig_000138,NRPS-like,NRPS
T1900044554_TS20190020_bin.237.fa.c00004_T190004...region001, T1900044554_TS20190020_bin.237_T1900044554_TS20190020_bin.237_contig_000004,terpene,Terpene
T1900044554_TS20190020_bin.237.fa.c00039_T190004...region001, T1900044554_TS20190020_bin.237_T1900044554_TS20190020_bin.237_contig_000039,arylpolyene,Others
T1900044554_TS20190020_bin.257.fa.c00036_T190004...region001, T1900044554_TS20190020_bin.257_T1900044554_TS20190020_bin.257_contig_000036,RRE-containing,RiPPs
T1900044554_TS20190020_bin.47.fa.c00326_T190004...region001, T1900044554_TS20190020_bin.47_T1900044554_TS20190020_bin.47_contig_000326,RRE-containing,RiPPs
T1900044554_TS20190020_bin.94.fa.c00143_T190004...region001, T1900044554_TS20190020_bin.94_T1900044554_TS20190020_bin.94_contig_000143,cyclic-lactone-autoinducer,RiPPs
T1900044554_TS20190020_bin.94.fa.c00207_T190004...region001, T1900044554_TS20190020_bin.94_T1900044554_TS20190020_bin.94_contig_000207,RRE-containing,RiPPs
T1900044554_TS20190020_bin.94.fa.c00228_T190004...region001, T1900044554_TS20190020_bin.94_T1900044554_TS20190020_bin.94_contig_000228,RRE-containing,RiPPs
T1900044554_TS20190020_bin.98.fa.c00025_T190004...region001, T1900044554_TS20190020_bin.98_T1900044554_TS20190020_bin.98_contig_000025,ranthipeptide,RiPPs
T1900044555_TS20190021_bin.101.fa.c00168_T190004...region001, T1900044555_TS20190021_bin.101_T1900044555_TS20190021_bin.101_contig_000168,betalactone,Others
T1900044555_TS20190021_bin.101.fa.c00187_T190004...region001, T1900044555_TS20190021_bin.101_T1900044555_TS20190021_bin.101_contig_000187,ranthipeptide,RiPPs
T1900044555_TS20190021_bin.114.fa.c00448_T190004...region001, T1900044555_TS20190021_bin.114_T1900044555_TS20190021_bin.114_contig_000448,ranthipeptide,RiPPs
T1900044555_TS20190021_bin.116.fa.c00008_T190004...region001, T1900044555_TS20190021_bin.116_T1900044555_TS20190021_bin.116_contig_000008,RRE-containing,RiPPs
T1900044555_TS20190021_bin.116.fa.c00015_T190004...region001, T1900044555_TS20190021_bin.116_T1900044555_TS20190021_bin.116_contig_000015,RRE-containing,RiPPs
T1900044555_TS20190021_bin.116.fa.c00015_T190004...region002, T1900044555_TS20190021_bin.116_T1900044555_TS20190021_bin.116_contig_000015,ranthipeptide,RiPPs
T1900044555_TS20190021_bin.116.fa.c00017_T190004...region001, T1900044555_TS20190021_bin.116_T1900044555_TS20190021_bin.116_contig_000017,ranthipeptide,RiPPs
T1900044555_TS20190021_bin.116.fa.c00112_T190004...region001, T1900044555_TS20190021_bin.116_T1900044555_TS20190021_bin.116_contig_000112,ranthipeptide,RiPPs
T1900044555_TS20190021_bin.116.fa.c00148_T190004...region001, T1900044555_TS20190021_bin.116_T1900044555_TS20190021_bin.116_contig_000148,RRE-containing,RiPPs
T1900044555_TS20190021_bin.121.fa.c00219_T190004...region001, T1900044555_TS20190021_bin.121_T1900044555_TS20190021_bin.121_contig_000219,betalactone,Others
T1900044555_TS20190021_bin.121.fa.c00297_T190004...region001, T1900044555_TS20190021_bin.121_T1900044555_TS20190021_bin.121_contig_000297,ranthipeptide,RiPPs
T1900044555_TS20190021_bin.147.fa.c00001_T190004...region001, T1900044555_TS20190021_bin.147_T1900044555_TS20190021_bin.147_contig_000001,RRE-containing,RiPPs
T1900044555_TS20190021_bin.147.fa.c00015_T190004...region001, T1900044555_TS20190021_bin.147_T1900044555_TS20190021_bin.147_contig_000015,betalactone,Others
T1900044555_TS20190021_bin.147.fa.c00020_T190004...region001, T1900044555_TS20190021_bin.147_T1900044555_TS20190021_bin.147_contig_000020,RRE-containing,RiPPs
T1900044555_TS20190021_bin.147.fa.c00039_T190004...region001, T1900044555_TS20190021_bin.147_T1900044555_TS20190021_bin.147_contig_000039,ranthipeptide,RiPPs
T1900044555_TS20190021_bin.147.fa.c00101_T190004...region001, T1900044555_TS20190021_bin.147_T1900044555_TS20190021_bin.147_contig_000101,RRE-containing,RiPPs
T1900044555_TS20190021_bin.147.fa.c00134_T190004...region001, T1900044555_TS20190021_bin.147_T1900044555_TS20190021_bin.147_contig_000134,RRE-containing,RiPPs
T1900044555_TS20190021_bin.181.fa.c00112_T190004...region001, T1900044555_TS20190021_bin.181_T1900044555_TS20190021_bin.181_contig_000112,RRE-containing,RiPPs
T1900044555_TS20190021_bin.193.fa.c00006_T190004...region001, T1900044555_TS20190021_bin.193_T1900044555_TS20190021_bin.193_contig_000006,cyclic-lactone-autoinducer,RiPPs
T1900044555_TS20190021_bin.193.fa.c00020_T190004...region001, T1900044555_TS20190021_bin.193_T1900044555_TS20190021_bin.193_contig_000020,ranthipeptide,RiPPs
T1900044555_TS20190021_bin.205.fa.c00282_T190004...region001, T1900044555_TS20190021_bin.205_T1900044555_TS20190021_bin.205_contig_000282,RRE-containing,RiPPs
T1900044555_TS20190021_bin.205.fa.c00324_T190004...region001, T1900044555_TS20190021_bin.205_T1900044555_TS20190021_bin.205_contig_000324,RRE-containing,RiPPs
T1900044555_TS20190021_bin.205.fa.c00379_T190004...region001, T1900044555_TS20190021_bin.205_T1900044555_TS20190021_bin.205_contig_000379,ranthipeptide,RiPPs
T1900044555_TS20190021_bin.219.fa.c00027_T190004...region001, T1900044555_TS20190021_bin.219_T1900044555_TS20190021_bin.219_contig_000027,betalactone,Others
T1900044555_TS20190021_bin.219.fa.c00030_T190004...region001, T1900044555_TS20190021_bin.219_T1900044555_TS20190021_bin.219_contig_000030,NRPS-like,NRPS
T1900044555_TS20190021_bin.219.fa.c00072_T190004...region001, T1900044555_TS20190021_bin.219_T1900044555_TS20190021_bin.219_contig_000072,ranthipeptide,RiPPs
T1900044555_TS20190021_bin.219.fa.c00079_T190004...region001, T1900044555_TS20190021_bin.219_T1900044555_TS20190021_bin.219_contig_000079,RRE-containing,RiPPs
T1900044555_TS20190021_bin.219.fa.c00110_T190004...region001, T1900044555_TS20190021_bin.219_T1900044555_TS20190021_bin.219_contig_000110,RRE-containing,RiPPs
T1900044555_TS20190021_bin.242.fa.c00174_T190004...region001, T1900044555_TS20190021_bin.242_T1900044555_TS20190021_bin.242_contig_000174,RRE-containing,RiPPs
T1900044555_TS20190021_bin.242.fa.c00196_T190004...region001, T1900044555_TS20190021_bin.242_T1900044555_TS20190021_bin.242_contig_000196,ranthipeptide,RiPPs
T1900044555_TS20190021_bin.259.fa.c00122_T190004...region001, T1900044555_TS20190021_bin.259_T1900044555_TS20190021_bin.259_contig_000122,ranthipeptide,RiPPs
T1900044555_TS20190021_bin.259.fa.c00137_T190004...region001, T1900044555_TS20190021_bin.259_T1900044555_TS20190021_bin.259_contig_000137,betalactone,Others
T1900044555_TS20190021_bin.263.fa.c00025_T190004...region001, T1900044555_TS20190021_bin.263_T1900044555_TS20190021_bin.263_contig_000025,RRE-containing,RiPPs
T1900044555_TS20190021_bin.263.fa.c00063_T190004...region001, T1900044555_TS20190021_bin.263_T1900044555_TS20190021_bin.263_contig_000063,ranthipeptide,RiPPs
T1900044555_TS20190021_bin.271.fa.c00020_T190004...region001, T1900044555_TS20190021_bin.271_T1900044555_TS20190021_bin.271_contig_000020,RRE-containing,RiPPs
T1900044555_TS20190021_bin.271.fa.c00023_T190004...region001, T1900044555_TS20190021_bin.271_T1900044555_TS20190021_bin.271_contig_000023,NRPS-like.ranthipeptide,Others
T1900044555_TS20190021_bin.271.fa.c00063_T190004...region001, T1900044555_TS20190021_bin.271_T1900044555_TS20190021_bin.271_contig_000063,betalactone,Others
T1900044555_TS20190021_bin.271.fa.c00068_T190004...region001, T1900044555_TS20190021_bin.271_T1900044555_TS20190021_bin.271_contig_000068,betalactone,Others
T1900044555_TS20190021_bin.280.fa.c00035_T190004...region001, T1900044555_TS20190021_bin.280_T1900044555_TS20190021_bin.280_contig_000035,ranthipeptide,RiPPs
T1900044555_TS20190021_bin.280.fa.c00083_T190004...region001, T1900044555_TS20190021_bin.280_T1900044555_TS20190021_bin.280_contig_000083,ranthipeptide,RiPPs
T1900044555_TS20190021_bin.286.fa.c00082_T190004...region001, T1900044555_TS20190021_bin.286_T1900044555_TS20190021_bin.286_contig_000082,RRE-containing,RiPPs
T1900044555_TS20190021_bin.286.fa.c00098_T190004...region001, T1900044555_TS20190021_bin.286_T1900044555_TS20190021_bin.286_contig_000098,NRPS,NRPS
T1900044555_TS20190021_bin.286.fa.c00180_T190004...region001, T1900044555_TS20190021_bin.286_T1900044555_TS20190021_bin.286_contig_000180,ranthipeptide,RiPPs
T1900044555_TS20190021_bin.286.fa.c00244_T190004...region001, T1900044555_TS20190021_bin.286_T1900044555_TS20190021_bin.286_contig_000244,NRPS-like,NRPS
T1900044555_TS20190021_bin.286.fa.c00248_T190004...region001, T1900044555_TS20190021_bin.286_T1900044555_TS20190021_bin.286_contig_000248,NRPS-like,NRPS
T1900044555_TS20190021_bin.286.fa.c00284_T190004...region001, T1900044555_TS20190021_bin.286_T1900044555_TS20190021_bin.286_contig_000284,betalactone,Others
T1900044555_TS20190021_bin.291.fa.c00159_T190004...region001, T1900044555_TS20190021_bin.291_T1900044555_TS20190021_bin.291_contig_000159,RRE-containing,RiPPs
T1900044555_TS20190021_bin.291.fa.c00180_T190004...region001, T1900044555_TS20190021_bin.291_T1900044555_TS20190021_bin.291_contig_000180,ranthipeptide,RiPPs
T1900044555_TS20190021_bin.297.fa.c00015_T190004...region001, T1900044555_TS20190021_bin.297_T1900044555_TS20190021_bin.297_contig_000015,betalactone,Others
T1900044555_TS20190021_bin.306.fa.c00087_T190004...region001, T1900044555_TS20190021_bin.306_T1900044555_TS20190021_bin.306_contig_000087,NRPS,NRPS
T1900044555_TS20190021_bin.306.fa.c00116_T190004...region001, T1900044555_TS20190021_bin.306_T1900044555_TS20190021_bin.306_contig_000116,ranthipeptide,RiPPs
T1900044555_TS20190021_bin.314.fa.c00088_T190004...region001, T1900044555_TS20190021_bin.314_T1900044555_TS20190021_bin.314_contig_000088,RRE-containing,RiPPs
T1900044555_TS20190021_bin.314.fa.c00112_T190004...region001, T1900044555_TS20190021_bin.314_T1900044555_TS20190021_bin.314_contig_000112,ranthipeptide,RiPPs
T1900044555_TS20190021_bin.331.fa.c00114_T190004...region001, T1900044555_TS20190021_bin.331_T1900044555_TS20190021_bin.331_contig_000114,RRE-containing,RiPPs
T1900044555_TS20190021_bin.331.fa.c00162_T190004...region001, T1900044555_TS20190021_bin.331_T1900044555_TS20190021_bin.331_contig_000162,betalactone,Others
T1900044555_TS20190021_bin.353.fa.c00082_T190004...region001, T1900044555_TS20190021_bin.353_T1900044555_TS20190021_bin.353_contig_000082,RRE-containing,RiPPs
T1900044555_TS20190021_bin.353.fa.c00149_T190004...region001, T1900044555_TS20190021_bin.353_T1900044555_TS20190021_bin.353_contig_000149,ranthipeptide,RiPPs
T1900044555_TS20190021_bin.364.fa.c00019_T190004...region001, T1900044555_TS20190021_bin.364_T1900044555_TS20190021_bin.364_contig_000019,RRE-containing,RiPPs
T1900044555_TS20190021_bin.364.fa.c00032_T190004...region001, T1900044555_TS20190021_bin.364_T1900044555_TS20190021_bin.364_contig_000032,betalactone,Others
T1900044555_TS20190021_bin.403.fa.c00106_T190004...region001, T1900044555_TS20190021_bin.403_T1900044555_TS20190021_bin.403_contig_000106,ranthipeptide,RiPPs
T1900044555_TS20190021_bin.435.fa.c00018_T190004...region001, T1900044555_TS20190021_bin.435_T1900044555_TS20190021_bin.435_contig_000018,RRE-containing,RiPPs
T1900044555_TS20190021_bin.435.fa.c00068_T190004...region001, T1900044555_TS20190021_bin.435_T1900044555_TS20190021_bin.435_contig_000068,betalactone,Others
T1900044555_TS20190021_bin.467.fa.c00079_T190004...region001, T1900044555_TS20190021_bin.467_T1900044555_TS20190021_bin.467_contig_000079,NRPS-like,NRPS
T1900044555_TS20190021_bin.467.fa.c00191_T190004...region001, T1900044555_TS20190021_bin.467_T1900044555_TS20190021_bin.467_contig_000191,RRE-containing,RiPPs
T1900044555_TS20190021_bin.468.fa.c00061_T190004...region001, T1900044555_TS20190021_bin.468_T1900044555_TS20190021_bin.468_contig_000061,arylpolyene,Others
T1900044555_TS20190021_bin.469.fa.c00006_T190004...region001, T1900044555_TS20190021_bin.469_T1900044555_TS20190021_bin.469_contig_000006,ranthipeptide,RiPPs
T1900044555_TS20190021_bin.469.fa.c00013_T190004...region001, T1900044555_TS20190021_bin.469_T1900044555_TS20190021_bin.469_contig_000013,RRE-containing,RiPPs
T1900044555_TS20190021_bin.469.fa.c00108_T190004...region001, T1900044555_TS20190021_bin.469_T1900044555_TS20190021_bin.469_contig_000108,RRE-containing,RiPPs
T1900044555_TS20190021_bin.469.fa.c00142_T190004...region001, T1900044555_TS20190021_bin.469_T1900044555_TS20190021_bin.469_contig_000142,RRE-containing,RiPPs
T1900044555_TS20190021_bin.469.fa.c00147_T190004...region001, T1900044555_TS20190021_bin.469_T1900044555_TS20190021_bin.469_contig_000147,NRPS.transAT-PKS,PKS-NRP_Hybrids
T1900044555_TS20190021_bin.469.fa.c00159_T190004...region001, T1900044555_TS20190021_bin.469_T1900044555_TS20190021_bin.469_contig_000159,betalactone,Others
T1900044555_TS20190021_bin.469.fa.c00252_T190004...region001, T1900044555_TS20190021_bin.469_T1900044555_TS20190021_bin.469_contig_000252,NRPS,NRPS
T1900044555_TS20190021_bin.469.fa.c00305_T190004...region001, T1900044555_TS20190021_bin.469_T1900044555_TS20190021_bin.469_contig_000305,betalactone.NRPS,Others
T1900044555_TS20190021_bin.469.fa.c00312_T190004...region001, T1900044555_TS20190021_bin.469_T1900044555_TS20190021_bin.469_contig_000312,RRE-containing,RiPPs
T1900044555_TS20190021_bin.47.fa.c00027_T190004...region001, T1900044555_TS20190021_bin.47_T1900044555_TS20190021_bin.47_contig_000027,RRE-containing,RiPPs
T1900044555_TS20190021_bin.47.fa.c00034_T190004...region001, T1900044555_TS20190021_bin.47_T1900044555_TS20190021_bin.47_contig_000034,ranthipeptide,RiPPs
T1900044555_TS20190021_bin.47.fa.c00077_T190004...region001, T1900044555_TS20190021_bin.47_T1900044555_TS20190021_bin.47_contig_000077,cyclic-lactone-autoinducer,RiPPs
T1900044555_TS20190021_bin.486.fa.c00048_T190004...region001, T1900044555_TS20190021_bin.486_T1900044555_TS20190021_bin.486_contig_000048,hserlactone,Others
T1900044555_TS20190021_bin.56.fa.c00028_T190004...region001, T1900044555_TS20190021_bin.56_T1900044555_TS20190021_bin.56_contig_000028,hserlactone,Others
T1900044555_TS20190021_bin.84.fa.c00010_T190004...region001, T1900044555_TS20190021_bin.84_T1900044555_TS20190021_bin.84_contig_000010,NRPS-like,NRPS
T1900044555_TS20190021_bin.84.fa.c00203_T190004...region001, T1900044555_TS20190021_bin.84_T1900044555_TS20190021_bin.84_contig_000203,RRE-containing,RiPPs
T1900044555_TS20190021_bin.88.fa.c00124_T190004...region001, T1900044555_TS20190021_bin.88_T1900044555_TS20190021_bin.88_contig_000124,ranthipeptide,RiPPs
T1900044555_TS20190021_bin.88.fa.c00136_T190004...region001, T1900044555_TS20190021_bin.88_T1900044555_TS20190021_bin.88_contig_000136,RRE-containing,RiPPs
T1900044556_TS20190022_bin.111.fa.c00011_T190004...region001, T1900044556_TS20190022_bin.111_T1900044556_TS20190022_bin.111_contig_000011,cyclic-lactone-autoinducer,RiPPs
T1900044556_TS20190022_bin.111.fa.c00023_T190004...region001, T1900044556_TS20190022_bin.111_T1900044556_TS20190022_bin.111_contig_000023,betalactone,Others
T1900044556_TS20190022_bin.111.fa.c00149_T190004...region001, T1900044556_TS20190022_bin.111_T1900044556_TS20190022_bin.111_contig_000149,RRE-containing,RiPPs
T1900044556_TS20190022_bin.241.fa.c00097_T190004...region001, T1900044556_TS20190022_bin.241_T1900044556_TS20190022_bin.241_contig_000097,RRE-containing,RiPPs
T1900044556_TS20190022_bin.26.fa.c00165_T190004...region001, T1900044556_TS20190022_bin.26_T1900044556_TS20190022_bin.26_contig_000165,RRE-containing,RiPPs
T1900044556_TS20190022_bin.26.fa.c00183_T190004...region001, T1900044556_TS20190022_bin.26_T1900044556_TS20190022_bin.26_contig_000183,ranthipeptide,RiPPs
T1900044556_TS20190022_bin.276.fa.c00094_T190004...region001, T1900044556_TS20190022_bin.276_T1900044556_TS20190022_bin.276_contig_000094,RRE-containing,RiPPs
T1900044556_TS20190022_bin.276.fa.c00101_T190004...region001, T1900044556_TS20190022_bin.276_T1900044556_TS20190022_bin.276_contig_000101,RRE-containing,RiPPs
T1900044556_TS20190022_bin.276.fa.c00161_T190004...region001, T1900044556_TS20190022_bin.276_T1900044556_TS20190022_bin.276_contig_000161,NRPS-like,NRPS
T1900044556_TS20190022_bin.276.fa.c00169_T190004...region001, T1900044556_TS20190022_bin.276_T1900044556_TS20190022_bin.276_contig_000169,ranthipeptide.cyclic-lactone-autoinducer,RiPPs
T1900044556_TS20190022_bin.276.fa.c00213_T190004...region001, T1900044556_TS20190022_bin.276_T1900044556_TS20190022_bin.276_contig_000213,NRPS-like,NRPS
T1900044556_TS20190022_bin.30.fa.c00015_T190004...region001, T1900044556_TS20190022_bin.30_T1900044556_TS20190022_bin.30_contig_000015,betalactone,Others
T1900044556_TS20190022_bin.30.fa.c00074_T190004...region001, T1900044556_TS20190022_bin.30_T1900044556_TS20190022_bin.30_contig_000074,ranthipeptide,RiPPs
T1900044556_TS20190022_bin.331.fa.c00036_T190004...region001, T1900044556_TS20190022_bin.331_T1900044556_TS20190022_bin.331_contig_000036,ranthipeptide,RiPPs
T1900044556_TS20190022_bin.331.fa.c00117_T190004...region001, T1900044556_TS20190022_bin.331_T1900044556_TS20190022_bin.331_contig_000117,betalactone,Others
T1900044556_TS20190022_bin.331.fa.c00131_T190004...region001, T1900044556_TS20190022_bin.331_T1900044556_TS20190022_bin.331_contig_000131,NRPS-like,NRPS
T1900044556_TS20190022_bin.42.fa.c00004_T190004...region001, T1900044556_TS20190022_bin.42_T1900044556_TS20190022_bin.42_contig_000004,RRE-containing,RiPPs
T1900044556_TS20190022_bin.42.fa.c00015_T190004...region001, T1900044556_TS20190022_bin.42_T1900044556_TS20190022_bin.42_contig_000015,betalactone,Others
T1900044556_TS20190022_bin.42.fa.c00075_T190004...region001, T1900044556_TS20190022_bin.42_T1900044556_TS20190022_bin.42_contig_000075,ranthipeptide,RiPPs
T1900044556_TS20190022_bin.78.fa.c00004_T190004...region001, T1900044556_TS20190022_bin.78_T1900044556_TS20190022_bin.78_contig_000004,RRE-containing,RiPPs
T1900044556_TS20190022_bin.78.fa.c00024_T190004...region001, T1900044556_TS20190022_bin.78_T1900044556_TS20190022_bin.78_contig_000024,betalactone,Others
T1900044557_TS20190023_bin.102.fa.c00041_T190004...region001, T1900044557_TS20190023_bin.102_T1900044557_TS20190023_bin.102_contig_000041,RRE-containing,RiPPs
T1900044557_TS20190023_bin.102.fa.c00043_T190004...region001, T1900044557_TS20190023_bin.102_T1900044557_TS20190023_bin.102_contig_000043,ranthipeptide,RiPPs
T1900044557_TS20190023_bin.102.fa.c00121_T190004...region001, T1900044557_TS20190023_bin.102_T1900044557_TS20190023_bin.102_contig_000121,betalactone,Others
T1900044557_TS20190023_bin.12.fa.c00016_T190004...region001, T1900044557_TS20190023_bin.12_T1900044557_TS20190023_bin.12_contig_000016,betalactone,Others
T1900044557_TS20190023_bin.12.fa.c00037_T190004...region001, T1900044557_TS20190023_bin.12_T1900044557_TS20190023_bin.12_contig_000037,RRE-containing,RiPPs
T1900044557_TS20190023_bin.12.fa.c00047_T190004...region001, T1900044557_TS20190023_bin.12_T1900044557_TS20190023_bin.12_contig_000047,ranthipeptide,RiPPs
T1900044557_TS20190023_bin.129.fa.c00150_T190004...region001, T1900044557_TS20190023_bin.129_T1900044557_TS20190023_bin.129_contig_000150,ranthipeptide,RiPPs
T1900044557_TS20190023_bin.142.fa.c00046_T190004...region001, T1900044557_TS20190023_bin.142_T1900044557_TS20190023_bin.142_contig_000046,betalactone,Others
T1900044557_TS20190023_bin.142.fa.c00134_T190004...region001, T1900044557_TS20190023_bin.142_T1900044557_TS20190023_bin.142_contig_000134,ranthipeptide,RiPPs
T1900044557_TS20190023_bin.17.fa.c00122_T190004...region001, T1900044557_TS20190023_bin.17_T1900044557_TS20190023_bin.17_contig_000122,ranthipeptide,RiPPs
T1900044557_TS20190023_bin.17.fa.c00187_T190004...region001, T1900044557_TS20190023_bin.17_T1900044557_TS20190023_bin.17_contig_000187,RRE-containing,RiPPs
T1900044557_TS20190023_bin.205.fa.c00018_T190004...region001, T1900044557_TS20190023_bin.205_T1900044557_TS20190023_bin.205_contig_000018,ranthipeptide,RiPPs
T1900044557_TS20190023_bin.205.fa.c00029_T190004...region001, T1900044557_TS20190023_bin.205_T1900044557_TS20190023_bin.205_contig_000029,RRE-containing,RiPPs
T1900044557_TS20190023_bin.205.fa.c00067_T190004...region001, T1900044557_TS20190023_bin.205_T1900044557_TS20190023_bin.205_contig_000067,lassopeptide,RiPPs
T1900044557_TS20190023_bin.205.fa.c00082_T190004...region001, T1900044557_TS20190023_bin.205_T1900044557_TS20190023_bin.205_contig_000082,cyclic-lactone-autoinducer,RiPPs
T1900044557_TS20190023_bin.211.fa.c00017_T190004...region001, T1900044557_TS20190023_bin.211_T1900044557_TS20190023_bin.211_contig_000017,RRE-containing,RiPPs
T1900044557_TS20190023_bin.216.fa.c00150_T190004...region001, T1900044557_TS20190023_bin.216_T1900044557_TS20190023_bin.216_contig_000150,arylpolyene,Others
T1900044557_TS20190023_bin.246.fa.c00107_T190004...region001, T1900044557_TS20190023_bin.246_T1900044557_TS20190023_bin.246_contig_000107,betalactone,Others
T1900044557_TS20190023_bin.246.fa.c00127_T190004...region001, T1900044557_TS20190023_bin.246_T1900044557_TS20190023_bin.246_contig_000127,ranthipeptide,RiPPs
T1900044557_TS20190023_bin.246.fa.c00147_T190004...region001, T1900044557_TS20190023_bin.246_T1900044557_TS20190023_bin.246_contig_000147,NRPS,NRPS
T1900044557_TS20190023_bin.292.fa.c00058_T190004...region001, T1900044557_TS20190023_bin.292_T1900044557_TS20190023_bin.292_contig_000058,RRE-containing,RiPPs
T1900044557_TS20190023_bin.292.fa.c00084_T190004...region001, T1900044557_TS20190023_bin.292_T1900044557_TS20190023_bin.292_contig_000084,ranthipeptide,RiPPs
T1900044557_TS20190023_bin.293.fa.c00134_T190004...region001, T1900044557_TS20190023_bin.293_T1900044557_TS20190023_bin.293_contig_000134,RRE-containing,RiPPs
T1900044557_TS20190023_bin.296.fa.c00028_T190004...region001, T1900044557_TS20190023_bin.296_T1900044557_TS20190023_bin.296_contig_000028,NRPS-like,NRPS
T1900044557_TS20190023_bin.297.fa.c00307_T190004...region001, T1900044557_TS20190023_bin.297_T1900044557_TS20190023_bin.297_contig_000307,ranthipeptide,RiPPs
T1900044557_TS20190023_bin.297.fa.c00446_T190004...region001, T1900044557_TS20190023_bin.297_T1900044557_TS20190023_bin.297_contig_000446,betalactone,Others
T1900044557_TS20190023_bin.30.fa.c00276_T190004...region001, T1900044557_TS20190023_bin.30_T1900044557_TS20190023_bin.30_contig_000276,ranthipeptide,RiPPs
T1900044557_TS20190023_bin.319.fa.c00014_T190004...region001, T1900044557_TS20190023_bin.319_T1900044557_TS20190023_bin.319_contig_000014,NRPS-like,NRPS
T1900044557_TS20190023_bin.319.fa.c00017_T190004...region001, T1900044557_TS20190023_bin.319_T1900044557_TS20190023_bin.319_contig_000017,betalactone,Others
T1900044557_TS20190023_bin.319.fa.c00036_T190004...region001, T1900044557_TS20190023_bin.319_T1900044557_TS20190023_bin.319_contig_000036,RRE-containing,RiPPs
T1900044557_TS20190023_bin.340.fa.c00124_T190004...region001, T1900044557_TS20190023_bin.340_T1900044557_TS20190023_bin.340_contig_000124,RRE-containing,RiPPs
T1900044557_TS20190023_bin.340.fa.c00145_T190004...region001, T1900044557_TS20190023_bin.340_T1900044557_TS20190023_bin.340_contig_000145,ranthipeptide,RiPPs
T1900044557_TS20190023_bin.340.fa.c00185_T190004...region001, T1900044557_TS20190023_bin.340_T1900044557_TS20190023_bin.340_contig_000185,betalactone,Others
