SGB_ID,MAGs_in_SGB,Yak_MAGs,Antelope_MAGs,Ass_MAGs,Cattle_MAGs,Horse_MAGs,Sheep_MAGs,Representative_genome,Quality,Completeness,Contamination,Quality_Score,tRNAs_number,tRNAs_decoding_Standard_20_AA,5S_rRNA_num,16S_rRNA_num,23S_rRNA_num,GTDB_domain,GTDB_phylum
SGB_5773,1,0,0,0,0,0,1,T1900044791_TS20190257_bin.77.fa,Medium,64.33,1.68,55.93,8,7,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5774,2,0,0,0,0,0,2,T1900044926_TS20190392_bin.312.fa,Medium,89.91,2.52,77.31,21,12,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5775,4,0,0,4,0,0,0,T1900044999_TA20190061_bin.261.fa,Medium,87.92,1.17,82.07,38,17,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5776,1,0,1,0,0,0,0,TP20200812-DBC38_DT2009055261-1_bin.355.fa,Medium,97.61,6.92,63.01,42,19,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5777,1,0,0,0,0,0,1,TP20200814-DZC2_DT2009055330-1_bin.114.fa,Medium,95.97,6.01,65.92,36,16,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5778,2,0,2,0,0,0,0,TP20200814-DZC24_DT2009055352-1_bin.59.fa,Medium,95.44,6.49,62.99,73,19,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_5779,2,0,2,0,0,0,0,TP20200814-DZC75_DT2009055403-1_bin.158.fa,Medium,77.33,1.68,68.93,14,9,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5780,1,0,1,0,0,0,0,TP20200814-DZC94_DT2009055422-1_bin.136.fa,Medium,74.94,0.4,72.94,23,12,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5781,8,0,7,0,0,0,1,TP20200825-WDL31_DT2009055597-1_bin.145.fa,Medium,84.77,0,84.77,35,19,1,0,1,d__Bacteria,p__Firmicutes_A
SGB_5782,6,0,0,6,0,0,0,T1900045006_TA20190068_bin.270.fa,High,91.22,3.52,73.62,25,13,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5783,5,0,5,0,0,0,0,TP20200812-DBC5_DT2009055228-1_bin.53.fa,High,95.34,0.67,91.99,40,17,0,1,0,d__Bacteria,p__Firmicutes_A
SGB_5784,3,0,3,0,0,0,0,TP20200814-DZC142_DT2009055470-1_bin.60.fa,High,96.64,4.61,73.59,41,19,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5785,2,0,2,0,0,0,0,TP20200812-DBC1_DT2009055224-1_bin.245.fa,High,98.66,2.01,88.61,53,19,0,1,0,d__Bacteria,p__Firmicutes_A
SGB_5786,2,0,2,0,0,0,0,TP20200815-DZC8_DT2009055478-1_bin.61.fa,High,95.43,0.22,94.33,65,20,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5787,1,0,0,0,0,0,1,T1900044629_TS20190095_bin.472.fa,High,94.97,2.63,81.82,34,15,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5788,1,0,0,0,0,1,0,T1900045249_TH20190019_bin.643.fa,High,92.91,4.83,68.76,29,15,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_5789,1,0,1,0,0,0,0,TP20200812-DBC77_DT2009055300-1_bin.242.fa,High,97.31,3.71,78.76,32,15,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5790,1,0,1,0,0,0,0,TP20200824-WDL49_DT2009055571-1_bin.119.fa,High,99.33,2.07,88.98,53,19,0,0,3,d__Bacteria,p__Firmicutes_A
SGB_5791,1,0,1,0,0,0,0,TP20200825-WDL25_DT2009055596-1_bin.265.fa,High,97.53,4.99,72.58,42,17,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5792,7,0,0,0,0,0,7,T1900044629_TS20190095_bin.400.fa,High,97.41,3.15,81.66,88,19,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5793,1,0,0,0,0,0,1,T1900044636_TS20190102_bin.89.fa,Medium,61.64,0.77,57.79,22,13,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5794,1,0,0,0,0,0,1,T1900044652_TS20190118_bin.258.fa,Medium,73.98,4.75,50.23,50,18,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5795,2,0,0,0,2,0,0,T1900045157_TC20190151_bin.158.fa,Medium,95.01,5.77,66.16,70,19,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5796,1,1,0,0,0,0,0,T1900045399_YK20190089_bin.155.fa,Medium,87.36,5.41,60.31,32,15,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5797,2,2,0,0,0,0,0,T1900045721_YK20190415_bin.19.fa,Medium,93.12,5.05,67.87,140,20,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5798,1,1,0,0,0,0,0,T1900045759_YK20190453_bin.264.fa,Medium,85.54,5.79,56.59,33,17,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5799,5,5,0,0,0,0,0,T1900045388_YK20190078_bin.101.fa,High,92.57,4.35,70.82,54,20,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_5800,2,0,0,0,0,0,2,T1900044638_TS20190104_bin.262.fa,High,94.97,2.48,82.57,39,15,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5801,1,1,0,0,0,0,0,T1900045759_YK20190453_bin.105.fa,High,91.24,4.75,67.49,56,20,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5802,1,0,0,0,0,0,1,T1900044652_TS20190118_bin.59.fa,High,91.86,4.79,67.91,61,19,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5803,13,0,0,0,13,0,0,T1900045198_TC20190194_bin.74.fa,High,94.94,3.49,77.49,45,16,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5804,1,0,0,0,1,0,0,T1900045166_TC20190160_bin.139.fa,Medium,60.32,1.75,51.57,23,14,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5805,3,3,0,0,0,0,0,T1900045313_YK20190002_bin.685.fa,Medium,86.59,5.54,58.89,52,16,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5806,5,5,0,0,0,0,0,T1900045314_YK20190003_bin.257.fa,Medium,87.9,0.63,84.75,41,19,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5807,50,48,0,0,2,0,0,T1900045429_YK20190120_bin.139.fa,Medium,87,1.27,80.65,34,14,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5808,1,1,0,0,0,0,0,T1900045525_YK20190219_bin.78.fa,Medium,56.14,0,56.14,28,13,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5809,3,0,3,0,0,0,0,TP20200814-DZC110_DT2009055438-1_bin.18.fa,Medium,89.1,6.16,58.3,36,17,2,0,0,d__Bacteria,p__Firmicutes_A
SGB_5810,1,0,1,0,0,0,0,TP20200814-DZC53_DT2009055381-1_bin.82.fa,Medium,59.52,1.75,50.77,41,18,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5811,1,0,1,0,0,0,0,TP20200814-DZC66_DT2009055394-1_bin.386.fa,Medium,50.32,0,50.32,28,14,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5812,4,0,4,0,0,0,0,TP20200815-DZC15_DT2009055485-1_bin.21.fa,Medium,82.59,1.81,73.54,33,16,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5813,3,0,3,0,0,0,0,TP20200815-DZC46_DT2009055516-1_bin.168.fa,Medium,84.53,3.27,68.18,39,17,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5814,5,0,2,0,0,0,3,TP20200815-DZC47_DT2009055517-1_bin.262.fa,Medium,62.23,0,62.23,36,16,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5815,1,0,1,0,0,0,0,TP20200815-DZC9_DT2009055479-1_bin.343.fa,Medium,78.13,4.22,57.03,34,17,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5816,1,0,1,0,0,0,0,TP20200824-WDL18_DT2009055565-1_bin.294.fa,Medium,72.97,3.51,55.42,43,18,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_5817,4,0,4,0,0,0,0,TP20200825-WDL31_DT2009055597-1_bin.118.fa,High,90.73,1.58,82.83,42,17,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5818,3,0,3,0,0,0,0,TP20200815-DZC17_DT2009055487-1_bin.35.fa,High,94.32,2.53,81.67,52,19,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5819,3,0,3,0,0,0,0,TP20200815-DZC46_DT2009055516-1_bin.226.fa,High,93.37,4.06,73.07,63,19,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5820,1,0,1,0,0,0,0,TP20200815-DZC58_DT2009055528-1_bin.594.fa,High,93.06,0.95,88.31,56,18,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5821,1,0,0,0,0,0,1,T1900044609_TS20190075_bin.285.fa,Medium,91.55,5.26,65.25,37,18,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5822,1,0,0,0,0,1,0,T1900045241_TH20190011_bin.87.fa,Medium,72.95,4.47,50.6,15,13,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5823,1,0,0,0,0,1,0,T1900045246_TH20190016_bin.406.fa,Medium,72.51,2.76,58.71,92,20,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5824,1,0,1,0,0,0,0,TP20200814-DZC66_DT2009055394-1_bin.145.fa,Medium,78.07,3.51,60.52,32,15,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5825,46,0,0,8,0,38,0,T1900045264_TH20190034_bin.44.fa,High,93.12,1.05,87.87,36,18,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5826,25,0,0,2,0,23,0,T1900044965_TA20190027_bin.112.fa,High,91.4,0.74,87.7,43,18,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_5827,17,0,0,4,0,13,0,T1900045242_TH20190012_bin.72.fa,High,91.45,2.26,80.15,25,11,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5828,1,0,0,0,0,0,1,T1900044546_TS20190012_bin.38.fa,Medium,95.33,7.74,56.63,47,19,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5829,5,0,0,0,0,0,5,T1900044725_TS20190191_bin.131.fa,Medium,61.58,0,61.58,19,10,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5830,1,0,0,0,0,0,1,T1900044794_TS20190260_bin.77.fa,Medium,90.25,6.68,56.85,35,15,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5831,2,0,0,2,0,0,0,T1900044960_TA20190018_bin.144.fa,Medium,91.44,5.19,65.49,33,18,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5832,1,0,0,0,0,1,0,T1900045266_TH20190036_bin.130.fa,Medium,74.3,3.51,56.75,26,15,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5833,2,0,2,0,0,0,0,TP20200812-DBC48_DT2009055271-1_bin.448.fa,Medium,95.85,7.08,60.45,52,18,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5834,5,0,5,0,0,0,0,TP20200812-DBC85_DT2009055308-1_bin.7.fa,Medium,92.72,5.23,66.57,49,18,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5835,2,0,2,0,0,0,0,TP20200814-DZC53_DT2009055381-1_bin.284.fa,Medium,72.89,1.75,64.14,37,17,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5836,7,0,7,0,0,0,0,TP20200814-DZC92_DT2009055420-1_bin.374.fa,Medium,89.74,3.3,73.24,35,18,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5837,8,0,8,0,0,0,0,TP20200815-DZC9_DT2009055479-1_bin.192.fa,Medium,85.34,2.83,71.19,44,17,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5838,1,0,1,0,0,0,0,TP20200824-WDL71_DT2009055580-1_bin.249.fa,Medium,57.2,0,57.2,24,12,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5839,5,0,0,0,0,0,5,TP20200814-DZC86_DT2009055414-1_bin.211.fa,High,91.38,4.45,69.13,43,19,0,1,0,d__Bacteria,p__Firmicutes_A
SGB_5840,4,0,0,0,0,4,0,T1900045259_TH20190029_bin.267.fa,High,97.11,2.71,83.56,37,19,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_5841,4,0,4,0,0,0,0,TP20200814-DZC88_DT2009055416-1_bin.87.fa,High,95.25,4.23,74.1,49,17,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5842,3,0,0,0,0,3,0,T1900045243_TH20190013_bin.411.fa,High,92.65,4.11,72.1,29,15,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5843,2,0,0,0,0,0,2,T1900044659_TS20190125_bin.125.fa,High,91.95,4.37,70.1,38,16,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5844,2,0,0,0,0,2,0,T1900045243_TH20190013_bin.252.fa,High,90.1,2.42,78,38,19,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5845,2,0,2,0,0,0,0,TP20200812-DBC101_DT2009055324-1_bin.201.fa,High,95.72,4.49,73.27,42,18,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5846,1,0,0,0,0,0,1,T1900044550_TS20190016_bin.313.fa,High,97.1,4.4,75.1,50,19,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5847,1,0,1,0,0,0,0,TP20200814-DZC95_DT2009055423-1_bin.41.fa,High,92.92,1.72,84.32,42,19,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5848,1,0,1,0,0,0,0,TP20200815-DZC44_DT2009055514-1_bin.3.fa,High,97.7,1.56,89.9,47,19,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5849,1,0,1,0,0,0,0,TP20200815-DZC3_DT2009055473-1_bin.69.fa,Medium,64.91,0,64.91,24,12,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5850,1,1,0,0,0,0,0,T1900045574_YK20190268_bin.41.fa,Medium,59.18,0.42,57.08,27,16,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5851,19,0,19,0,0,0,0,TP20200814-DZC58_DT2009055386-1_bin.106.fa,High,98.36,3.36,81.56,50,17,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5852,13,0,13,0,0,0,0,TP20200815-DZC50_DT2009055520-1_bin.77.fa,High,96.15,1.19,90.2,33,16,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5853,10,0,9,0,0,0,1,TP20200815-DZC59_DT2009055529-1_bin.323.fa,High,97.48,1.95,87.73,54,19,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5854,8,0,0,0,0,8,0,T1900045275_TH20190045_bin.30.fa,High,93.59,3.42,76.49,53,20,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5855,1,0,0,0,0,0,1,T1900044538_TS20190004_bin.135.fa,Medium,75.43,2.83,61.28,34,19,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5856,1,0,0,0,0,0,1,T1900044641_TS20190107_bin.1.fa,Medium,70.7,4.01,50.65,30,12,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_5857,1,0,0,0,0,0,1,T1900044816_TS20190282_bin.205.fa,Medium,71.63,2.4,59.63,22,14,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5858,1,0,0,1,0,0,0,T1900044967_TA20190029_bin.237.fa,Medium,83.26,3.65,65.01,68,18,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5859,1,0,0,0,0,1,0,T1900045246_TH20190016_bin.467.fa,Medium,77.98,4.36,56.18,31,14,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5860,2,0,0,0,0,2,0,T1900045276_TH20190046_bin.104.fa,Medium,66.44,1.36,59.64,34,14,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5861,4,0,0,0,0,4,0,T1900045280_TH20190050_bin.156.fa,Medium,86.47,3.37,69.62,35,16,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5862,5,0,0,5,0,0,0,T1900044985_TA20190047_bin.246.fa,High,95.58,3.06,80.28,52,19,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5863,4,0,0,0,0,4,0,T1900045274_TH20190044_bin.119.fa,High,92.9,3.2,76.9,47,19,2,0,0,d__Bacteria,p__Firmicutes_A
SGB_5864,3,0,0,0,0,3,0,T1900045284_TH20190054_bin.134.fa,High,91.72,3.29,75.27,51,17,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5865,3,0,3,0,0,0,0,TP20200815-DZC9_DT2009055479-1_bin.48.fa,High,92.26,0.55,89.51,55,19,0,1,0,d__Bacteria,p__Firmicutes_A
SGB_5866,2,0,0,2,0,0,0,T1900044968_TA20190030_bin.300.fa,High,98.4,4.17,77.55,57,19,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5867,1,0,0,0,0,0,1,T1900044661_TS20190127_bin.241.fa,High,96.25,4.89,71.8,56,18,1,1,0,d__Bacteria,p__Firmicutes_A
SGB_5868,1,0,0,1,0,0,0,T1900044968_TA20190030_bin.5.fa,High,94.36,3.93,74.71,37,15,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5869,1,1,0,0,0,0,0,T1900045533_YK20190227_bin.207.fa,High,98.16,3.87,78.81,62,19,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5870,6,0,0,0,0,6,0,T1900045270_TH20190040_bin.187.fa,Medium,89.31,5.17,63.46,32,14,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5871,2,2,0,0,0,0,0,T1900045348_YK20190038_bin.193.fa,Medium,89.07,5.39,62.12,43,17,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5872,1,1,0,0,0,0,0,T1900045716_YK20190410_bin.309.fa,Medium,81.95,3.12,66.35,34,17,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5873,1,0,1,0,0,0,0,TP20200812-DBC32_DT2009055255-1_bin.285.fa,Medium,62.44,1.75,53.69,35,16,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5874,3,0,3,0,0,0,0,TP20200815-DZC26_DT2009055496-1_bin.151.fa,High,94.15,3.88,74.75,58,19,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5875,1,0,1,0,0,0,0,TP20200815-DZC78_DT2009055548-1_bin.60.fa,High,90.94,3.98,71.04,41,16,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5876,1,0,1,0,0,0,0,TP20200814-DZC50_DT2009055378-1_bin.23.fa,Medium,70.35,1.75,61.6,26,14,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5877,4,0,4,0,0,0,0,TP20200814-DZC95_DT2009055423-1_bin.225.fa,High,95.11,1.74,86.41,46,16,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5878,1,0,0,0,0,0,1,T1900044642_TS20190108_bin.62.fa,High,96.54,3.6,78.54,28,12,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5879,1,0,1,0,0,0,0,TP20200815-DZC46_DT2009055516-1_bin.114.fa,High,95.99,3.5,78.49,48,18,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5880,1,1,0,0,0,0,0,T1900045574_YK20190268_bin.23.fa,High,90.64,3.27,74.29,49,20,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5881,7,0,0,0,0,7,0,T1900045236_TH20190006_bin.388.fa,High,92.44,0.5,89.94,40,19,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5882,2,0,0,0,0,0,2,T1900044677_TS20190143_bin.387.fa,High,93.62,4.78,69.72,50,19,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5883,1,0,0,0,0,0,1,T1900044899_TS20190365_bin.340.fa,Medium,66.95,2.71,53.4,33,19,0,1,0,d__Bacteria,p__Firmicutes_A
SGB_5884,1,0,0,0,1,0,0,T1900045011_TC20190004_bin.64.fa,Medium,60.92,0.67,57.57,28,15,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5885,1,1,0,0,0,0,0,T1900045390_YK20190080_bin.93.fa,Medium,81.32,4.16,60.52,35,19,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5886,2,2,0,0,0,0,0,T1900045398_YK20190088_bin.74.fa,Medium,89.25,1.57,81.4,30,15,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5887,1,1,0,0,0,0,0,T1900045714_YK20190408_bin.470.fa,Medium,73.38,0.24,72.18,30,17,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5888,1,1,0,0,0,0,0,T1900045759_YK20190453_bin.57.fa,Medium,79.33,1.03,74.18,24,15,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5889,1,0,1,0,0,0,0,TP20200824-WDL18_DT2009055565-1_bin.399.fa,Medium,70.25,2.07,59.9,25,14,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5890,1,0,1,0,0,0,0,TP20200824-WDL12_DT2009055564-1_bin.109.fa,High,96.64,0.67,93.29,42,19,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5891,3,0,0,0,3,0,0,T1900045195_TC20190191_bin.202.fa,Medium,83.82,4.1,63.32,25,14,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5892,1,0,0,0,1,0,0,T1900045214_TC20190210_bin.306.fa,Medium,79.58,5.08,54.18,53,18,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5893,2,2,0,0,0,0,0,T1900045748_YK20190442_bin.576.fa,Medium,74.46,3.83,55.31,18,11,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5894,6,0,6,0,0,0,0,TP20200814-DZC58_DT2009055386-1_bin.320.fa,Medium,85.59,3.49,68.14,35,15,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5895,10,0,4,0,0,0,6,TP20200814-DZC58_DT2009055386-1_bin.55.fa,Medium,79.85,3.16,64.05,29,14,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5896,1,0,1,0,0,0,0,TP20200814-DZC65_DT2009055393-1_bin.175.fa,Medium,91.09,5.75,62.34,34,16,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5897,6,0,0,0,0,0,6,T1900044633_TS20190099_bin.169.fa,High,95.21,0.86,90.91,32,16,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5898,5,0,0,0,0,0,5,T1900044894_TS20190360_bin.49.fa,High,92.48,1.77,83.63,51,18,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5899,9,0,0,9,0,0,0,T1900044991_TA20190053_bin.414.fa,High,96.56,2.28,85.16,33,18,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5900,1,0,0,1,0,0,0,T1900044950_TA20190003_bin.385.fa,Medium,85.56,5.24,59.36,34,17,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5901,3,0,0,3,0,0,0,T1900044952_TA20190005_bin.338.fa,Medium,84.61,1.45,77.36,25,12,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5902,6,0,0,6,0,0,0,T1900044952_TA20190005_bin.367.fa,Medium,85.87,0.28,84.47,36,18,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5903,3,0,0,3,0,0,0,T1900044999_TA20190061_bin.157.fa,Medium,73.17,2.26,61.87,22,11,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5904,1,0,0,0,0,1,0,T1900045284_TH20190054_bin.41.fa,Medium,85.22,5.84,56.02,24,16,0,1,0,d__Bacteria,p__Firmicutes_A
SGB_5905,6,0,0,0,0,6,0,T1900045282_TH20190052_bin.265.fa,High,92.33,0.98,87.43,42,19,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5906,4,0,0,0,0,4,0,T1900045293_TH20190063_bin.315.fa,High,95.5,3.08,80.1,38,19,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_5907,15,0,0,5,0,10,0,T1900044985_TA20190047_bin.13.fa,High,98.32,0.34,96.62,39,19,0,1,0,d__Bacteria,p__Firmicutes_A
SGB_5908,10,0,0,5,0,5,0,T1900044979_TA20190041_bin.266.fa,High,95.97,0.18,95.07,39,19,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5909,2,0,0,2,0,0,0,T1900044993_TA20190055_bin.342.fa,Medium,85.85,5.8,56.85,26,17,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5910,2,0,0,0,0,2,0,T1900045280_TH20190050_bin.193.fa,Medium,68.82,1.14,63.12,18,12,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5911,1,0,0,0,0,1,0,T1900045289_TH20190059_bin.159.fa,Medium,98.81,5.39,71.86,42,19,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5912,55,0,55,0,0,0,0,TP20200815-DZC59_DT2009055529-1_bin.410.fa,High,92.11,0.63,88.96,35,16,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5913,16,0,16,0,0,0,0,TP20200825-WDL7_DT2009055593-1_bin.152.fa,High,95.89,0.16,95.09,56,19,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5914,13,0,13,0,0,0,0,TP20200814-DZC68_DT2009055396-1_bin.245.fa,High,90.6,1.32,84,39,17,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5915,13,0,13,0,0,0,0,TP20200815-DZC70_DT2009055540-1_bin.220.fa,High,91.96,1.27,85.61,33,16,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5916,8,0,0,0,0,0,8,T2001009361_TS20190215_bin.282.fa,High,90.16,3.96,70.36,32,16,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5917,7,0,0,0,7,0,0,T1900045203_TC20190199_bin.61.fa,High,94.37,3.15,78.62,38,17,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5918,1,0,0,0,0,0,1,T1900044546_TS20190012_bin.162.fa,Medium,77.43,5.18,51.53,33,15,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5919,2,0,0,0,0,0,2,T1900044577_TS20190043_bin.364.fa,Medium,85.13,2.41,73.08,34,16,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5920,1,0,0,0,0,0,1,T1900044600_TS20190066_bin.116.fa,Medium,77.51,5.1,52.01,30,13,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5921,1,0,0,0,0,0,1,T1900044604_TS20190070_bin.211.fa,Medium,81.93,5.79,52.98,32,15,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5922,9,0,0,0,0,0,9,T1900044616_TS20190082_bin.254.fa,Medium,81.43,0.63,78.28,32,14,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5923,1,0,0,0,0,0,1,T1900044627_TS20190093_bin.175.fa,Medium,90.21,6.7,56.71,26,15,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5924,1,0,0,0,0,0,1,T1900044630_TS20190096_bin.17.fa,Medium,78.42,1.9,68.92,28,16,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5925,3,0,0,0,0,0,3,T1900044634_TS20190100_bin.31.fa,Medium,88.75,4.29,67.3,32,16,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5926,5,0,0,0,0,0,5,T1900044634_TS20190100_bin.67.fa,Medium,67.86,0,67.86,23,13,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5927,1,0,0,0,0,0,1,T1900044642_TS20190108_bin.407.fa,Medium,88.42,6.14,57.72,37,16,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5928,1,0,0,0,0,0,1,T1900044646_TS20190112_bin.14.fa,Medium,76.6,5.06,51.3,21,13,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_5929,3,0,0,0,0,0,3,T1900044646_TS20190112_bin.34.fa,Medium,73.36,1.53,65.71,27,16,0,0,0,d__Bacteria,p__Firmicutes_A
