BGC_ID,BGC_cluster_ID,BGC_Prediction,BiG-SCAPE_class
T1900044955_TA20190009_bin.268.fa.c00091_T190004...region001, T1900044955_TA20190009_bin.268_T1900044955_TA20190009_bin.268_contig_000091,cyclic-lactone-autoinducer,RiPPs
T1900044955_TA20190009_bin.292.fa.c00136_T190004...region001, T1900044955_TA20190009_bin.292_T1900044955_TA20190009_bin.292_contig_000136,betalactone,Others
T1900044955_TA20190009_bin.292.fa.c00138_T190004...region001, T1900044955_TA20190009_bin.292_T1900044955_TA20190009_bin.292_contig_000138,arylpolyene,Others
T1900044955_TA20190009_bin.293.fa.c00063_T190004...region001, T1900044955_TA20190009_bin.293_T1900044955_TA20190009_bin.293_contig_000063,arylpolyene.betalactone,Others
T1900044955_TA20190009_bin.293.fa.c00084_T190004...region001, T1900044955_TA20190009_bin.293_T1900044955_TA20190009_bin.293_contig_000084,arylpolyene,Others
T1900044955_TA20190009_bin.31.fa.c00021_T190004...region001, T1900044955_TA20190009_bin.31_T1900044955_TA20190009_bin.31_contig_000021,RRE-containing,RiPPs
T1900044955_TA20190009_bin.31.fa.c00104_T190004...region001, T1900044955_TA20190009_bin.31_T1900044955_TA20190009_bin.31_contig_000104,NRPS-like,NRPS
T1900044955_TA20190009_bin.31.fa.c00126_T190004...region001, T1900044955_TA20190009_bin.31_T1900044955_TA20190009_bin.31_contig_000126,NRPS-like.NRPS,NRPS
T1900044955_TA20190009_bin.33.fa.c00151_T190004...region001, T1900044955_TA20190009_bin.33_T1900044955_TA20190009_bin.33_contig_000151,NRPS,NRPS
T1900044955_TA20190009_bin.33.fa.c00188_T190004...region001, T1900044955_TA20190009_bin.33_T1900044955_TA20190009_bin.33_contig_000188,NRPS,NRPS
T1900044955_TA20190009_bin.33.fa.c00263_T190004...region001, T1900044955_TA20190009_bin.33_T1900044955_TA20190009_bin.33_contig_000263,NRPS,NRPS
T1900044955_TA20190009_bin.35.fa.c00176_T190004...region001, T1900044955_TA20190009_bin.35_T1900044955_TA20190009_bin.35_contig_000176,ranthipeptide,RiPPs
T1900044955_TA20190009_bin.36.fa.c00139_T190004...region001, T1900044955_TA20190009_bin.36_T1900044955_TA20190009_bin.36_contig_000139,betalactone,Others
T1900044955_TA20190009_bin.54.fa.c00021_T190004...region001, T1900044955_TA20190009_bin.54_T1900044955_TA20190009_bin.54_contig_000021,NRPS,NRPS
T1900044955_TA20190009_bin.54.fa.c00034_T190004...region001, T1900044955_TA20190009_bin.54_T1900044955_TA20190009_bin.54_contig_000034,RRE-containing,RiPPs
T1900044955_TA20190009_bin.54.fa.c00066_T190004...region001, T1900044955_TA20190009_bin.54_T1900044955_TA20190009_bin.54_contig_000066,RRE-containing,RiPPs
T1900044955_TA20190009_bin.54.fa.c00097_T190004...region001, T1900044955_TA20190009_bin.54_T1900044955_TA20190009_bin.54_contig_000097,betalactone,Others
T1900044955_TA20190009_bin.54.fa.c00135_T190004...region001, T1900044955_TA20190009_bin.54_T1900044955_TA20190009_bin.54_contig_000135,ranthipeptide,RiPPs
T1900044955_TA20190009_bin.54.fa.c00154_T190004...region001, T1900044955_TA20190009_bin.54_T1900044955_TA20190009_bin.54_contig_000154,NRPS,NRPS
T1900044955_TA20190009_bin.54.fa.c00155_T190004...region001, T1900044955_TA20190009_bin.54_T1900044955_TA20190009_bin.54_contig_000155,RRE-containing,RiPPs
T1900044955_TA20190009_bin.68.fa.c00190_T190004...region001, T1900044955_TA20190009_bin.68_T1900044955_TA20190009_bin.68_contig_000190,arylpolyene,Others
T1900044955_TA20190009_bin.68.fa.c00194_T190004...region001, T1900044955_TA20190009_bin.68_T1900044955_TA20190009_bin.68_contig_000194,NRPS-like.NRPS,NRPS
T1900044955_TA20190009_bin.68.fa.c00202_T190004...region001, T1900044955_TA20190009_bin.68_T1900044955_TA20190009_bin.68_contig_000202,arylpolyene,Others
T1900044955_TA20190009_bin.69.fa.c00001_T190004...region001, T1900044955_TA20190009_bin.69_T1900044955_TA20190009_bin.69_contig_000001,arylpolyene,Others
T1900044955_TA20190009_bin.69.fa.c00023_T190004...region001, T1900044955_TA20190009_bin.69_T1900044955_TA20190009_bin.69_contig_000023,arylpolyene,Others
T1900044955_TA20190009_bin.69.fa.c00026_T190004...region001, T1900044955_TA20190009_bin.69_T1900044955_TA20190009_bin.69_contig_000026,arylpolyene,Others
T1900044955_TA20190009_bin.85.fa.c00054_T190004...region001, T1900044955_TA20190009_bin.85_T1900044955_TA20190009_bin.85_contig_000054,betalactone,Others
T1900044955_TA20190009_bin.85.fa.c00069_T190004...region001, T1900044955_TA20190009_bin.85_T1900044955_TA20190009_bin.85_contig_000069,RRE-containing,RiPPs
T1900044956_TA20190011_bin.102.fa.c00009_T190004...region001, T1900044956_TA20190011_bin.102_T1900044956_TA20190011_bin.102_contig_000009,RRE-containing,RiPPs
T1900044956_TA20190011_bin.108.fa.c00027_T190004...region001, T1900044956_TA20190011_bin.108_T1900044956_TA20190011_bin.108_contig_000027,NRPS,NRPS
T1900044956_TA20190011_bin.108.fa.c00051_T190004...region001, T1900044956_TA20190011_bin.108_T1900044956_TA20190011_bin.108_contig_000051,betalactone,Others
T1900044956_TA20190011_bin.111.fa.c00067_T190004...region001, T1900044956_TA20190011_bin.111_T1900044956_TA20190011_bin.111_contig_000067,RRE-containing,RiPPs
T1900044956_TA20190011_bin.113.fa.c00107_T190004...region001, T1900044956_TA20190011_bin.113_T1900044956_TA20190011_bin.113_contig_000107,betalactone,Others
T1900044956_TA20190011_bin.113.fa.c00115_T190004...region001, T1900044956_TA20190011_bin.113_T1900044956_TA20190011_bin.113_contig_000115,ranthipeptide,RiPPs
T1900044956_TA20190011_bin.113.fa.c00206_T190004...region001, T1900044956_TA20190011_bin.113_T1900044956_TA20190011_bin.113_contig_000206,RiPP-like,RiPPs
T1900044956_TA20190011_bin.125.fa.c00008_T190004...region001, T1900044956_TA20190011_bin.125_T1900044956_TA20190011_bin.125_contig_000008,terpene,Terpene
T1900044956_TA20190011_bin.125.fa.c00057_T190004...region001, T1900044956_TA20190011_bin.125_T1900044956_TA20190011_bin.125_contig_000057,terpene,Terpene
T1900044956_TA20190011_bin.125.fa.c00123_T190004...region001, T1900044956_TA20190011_bin.125_T1900044956_TA20190011_bin.125_contig_000123,NRPS,NRPS
T1900044956_TA20190011_bin.125.fa.c00132_T190004...region001, T1900044956_TA20190011_bin.125_T1900044956_TA20190011_bin.125_contig_000132,terpene,Terpene
T1900044956_TA20190011_bin.130.fa.c00120_T190004...region001, T1900044956_TA20190011_bin.130_T1900044956_TA20190011_bin.130_contig_000120,cyclic-lactone-autoinducer,RiPPs
T1900044956_TA20190011_bin.130.fa.c00130_T190004...region001, T1900044956_TA20190011_bin.130_T1900044956_TA20190011_bin.130_contig_000130,RRE-containing,RiPPs
T1900044956_TA20190011_bin.130.fa.c00213_T190004...region001, T1900044956_TA20190011_bin.130_T1900044956_TA20190011_bin.130_contig_000213,ranthipeptide,RiPPs
T1900044956_TA20190011_bin.135.fa.c00032_T190004...region001, T1900044956_TA20190011_bin.135_T1900044956_TA20190011_bin.135_contig_000032,RRE-containing,RiPPs
T1900044956_TA20190011_bin.135.fa.c00034_T190004...region001, T1900044956_TA20190011_bin.135_T1900044956_TA20190011_bin.135_contig_000034,ranthipeptide,RiPPs
T1900044956_TA20190011_bin.135.fa.c00078_T190004...region001, T1900044956_TA20190011_bin.135_T1900044956_TA20190011_bin.135_contig_000078,NRPS-like,NRPS
T1900044956_TA20190011_bin.137.fa.c00109_T190004...region001, T1900044956_TA20190011_bin.137_T1900044956_TA20190011_bin.137_contig_000109,RRE-containing,RiPPs
T1900044956_TA20190011_bin.14.fa.c00009_T190004...region001, T1900044956_TA20190011_bin.14_T1900044956_TA20190011_bin.14_contig_000009,betalactone,Others
T1900044956_TA20190011_bin.14.fa.c00040_T190004...region001, T1900044956_TA20190011_bin.14_T1900044956_TA20190011_bin.14_contig_000040,ranthipeptide,RiPPs
T1900044956_TA20190011_bin.161.fa.c00017_T190004...region001, T1900044956_TA20190011_bin.161_T1900044956_TA20190011_bin.161_contig_000017,arylpolyene,Others
T1900044956_TA20190011_bin.161.fa.c00059_T190004...region001, T1900044956_TA20190011_bin.161_T1900044956_TA20190011_bin.161_contig_000059,arylpolyene,Others
T1900044956_TA20190011_bin.172.fa.c00028_T190004...region001, T1900044956_TA20190011_bin.172_T1900044956_TA20190011_bin.172_contig_000028,betalactone,Others
T1900044956_TA20190011_bin.172.fa.c00058_T190004...region001, T1900044956_TA20190011_bin.172_T1900044956_TA20190011_bin.172_contig_000058,NRPS,NRPS
T1900044956_TA20190011_bin.172.fa.c00081_T190004...region001, T1900044956_TA20190011_bin.172_T1900044956_TA20190011_bin.172_contig_000081,RRE-containing,RiPPs
T1900044956_TA20190011_bin.180.fa.c00012_T190004...region001, T1900044956_TA20190011_bin.180_T1900044956_TA20190011_bin.180_contig_000012,arylpolyene,Others
T1900044956_TA20190011_bin.180.fa.c00058_T190004...region001, T1900044956_TA20190011_bin.180_T1900044956_TA20190011_bin.180_contig_000058,RRE-containing,RiPPs
T1900044956_TA20190011_bin.201.fa.c00047_T190004...region001, T1900044956_TA20190011_bin.201_T1900044956_TA20190011_bin.201_contig_000047,RRE-containing,RiPPs
T1900044956_TA20190011_bin.244.fa.c00015_T190004...region001, T1900044956_TA20190011_bin.244_T1900044956_TA20190011_bin.244_contig_000015,terpene,Terpene
T1900044956_TA20190011_bin.244.fa.c00022_T190004...region001, T1900044956_TA20190011_bin.244_T1900044956_TA20190011_bin.244_contig_000022,RRE-containing,RiPPs
T1900044956_TA20190011_bin.252.fa.c00049_T190004...region001, T1900044956_TA20190011_bin.252_T1900044956_TA20190011_bin.252_contig_000049,RRE-containing,RiPPs
T1900044956_TA20190011_bin.252.fa.c00108_T190004...region001, T1900044956_TA20190011_bin.252_T1900044956_TA20190011_bin.252_contig_000108,ranthipeptide,RiPPs
T1900044956_TA20190011_bin.252.fa.c00218_T190004...region001, T1900044956_TA20190011_bin.252_T1900044956_TA20190011_bin.252_contig_000218,NRPS-like,NRPS
T1900044956_TA20190011_bin.315.fa.c00046_T190004...region001, T1900044956_TA20190011_bin.315_T1900044956_TA20190011_bin.315_contig_000046,arylpolyene,Others
T1900044956_TA20190011_bin.49.fa.c00022_T190004...region001, T1900044956_TA20190011_bin.49_T1900044956_TA20190011_bin.49_contig_000022,RiPP-like,RiPPs
T1900044956_TA20190011_bin.68.fa.c00004_T190004...region001, T1900044956_TA20190011_bin.68_T1900044956_TA20190011_bin.68_contig_000004,betalactone,Others
T1900044957_TA20190013_bin.107.fa.c00051_T190004...region001, T1900044957_TA20190013_bin.107_T1900044957_TA20190013_bin.107_contig_000051,RRE-containing,RiPPs
T1900044957_TA20190013_bin.108.fa.c00063_T190004...region001, T1900044957_TA20190013_bin.108_T1900044957_TA20190013_bin.108_contig_000063,RRE-containing,RiPPs
T1900044957_TA20190013_bin.108.fa.c00360_T190004...region001, T1900044957_TA20190013_bin.108_T1900044957_TA20190013_bin.108_contig_000360,betalactone,Others
T1900044957_TA20190013_bin.108.fa.c00387_T190004...region001, T1900044957_TA20190013_bin.108_T1900044957_TA20190013_bin.108_contig_000387,RRE-containing,RiPPs
T1900044957_TA20190013_bin.108.fa.c00432_T190004...region001, T1900044957_TA20190013_bin.108_T1900044957_TA20190013_bin.108_contig_000432,betalactone,Others
T1900044957_TA20190013_bin.108.fa.c00435_T190004...region001, T1900044957_TA20190013_bin.108_T1900044957_TA20190013_bin.108_contig_000435,ranthipeptide,RiPPs
T1900044957_TA20190013_bin.113.fa.c00056_T190004...region001, T1900044957_TA20190013_bin.113_T1900044957_TA20190013_bin.113_contig_000056,RRE-containing,RiPPs
T1900044957_TA20190013_bin.119.fa.c00066_T190004...region001, T1900044957_TA20190013_bin.119_T1900044957_TA20190013_bin.119_contig_000066,NRPS-like.betalactone,Others
T1900044957_TA20190013_bin.126.fa.c00034_T190004...region001, T1900044957_TA20190013_bin.126_T1900044957_TA20190013_bin.126_contig_000034,NRPS,NRPS
T1900044957_TA20190013_bin.126.fa.c00047_T190004...region001, T1900044957_TA20190013_bin.126_T1900044957_TA20190013_bin.126_contig_000047,cyclic-lactone-autoinducer,RiPPs
T1900044957_TA20190013_bin.126.fa.c00096_T190004...region001, T1900044957_TA20190013_bin.126_T1900044957_TA20190013_bin.126_contig_000096,betalactone,Others
T1900044957_TA20190013_bin.126.fa.c00101_T190004...region001, T1900044957_TA20190013_bin.126_T1900044957_TA20190013_bin.126_contig_000101,ranthipeptide,RiPPs
T1900044957_TA20190013_bin.129.fa.c00019_T190004...region001, T1900044957_TA20190013_bin.129_T1900044957_TA20190013_bin.129_contig_000019,RRE-containing,RiPPs
T1900044957_TA20190013_bin.129.fa.c00054_T190004...region001, T1900044957_TA20190013_bin.129_T1900044957_TA20190013_bin.129_contig_000054,NRPS-like,NRPS
T1900044957_TA20190013_bin.129.fa.c00076_T190004...region001, T1900044957_TA20190013_bin.129_T1900044957_TA20190013_bin.129_contig_000076,NRPS-like,NRPS
T1900044957_TA20190013_bin.132.fa.c00094_T190004...region001, T1900044957_TA20190013_bin.132_T1900044957_TA20190013_bin.132_contig_000094,arylpolyene,Others
T1900044957_TA20190013_bin.132.fa.c00129_T190004...region001, T1900044957_TA20190013_bin.132_T1900044957_TA20190013_bin.132_contig_000129,arylpolyene,Others
T1900044957_TA20190013_bin.132.fa.c00140_T190004...region001, T1900044957_TA20190013_bin.132_T1900044957_TA20190013_bin.132_contig_000140,RiPP-like,RiPPs
T1900044957_TA20190013_bin.139.fa.c00083_T190004...region001, T1900044957_TA20190013_bin.139_T1900044957_TA20190013_bin.139_contig_000083,arylpolyene,Others
T1900044957_TA20190013_bin.18.fa.c00050_T190004...region001, T1900044957_TA20190013_bin.18_T1900044957_TA20190013_bin.18_contig_000050,NRPS-like.NRPS,NRPS
T1900044957_TA20190013_bin.18.fa.c00094_T190004...region001, T1900044957_TA20190013_bin.18_T1900044957_TA20190013_bin.18_contig_000094,ranthipeptide,RiPPs
T1900044957_TA20190013_bin.18.fa.c00113_T190004...region001, T1900044957_TA20190013_bin.18_T1900044957_TA20190013_bin.18_contig_000113,ranthipeptide,RiPPs
T1900044957_TA20190013_bin.18.fa.c00130_T190004...region001, T1900044957_TA20190013_bin.18_T1900044957_TA20190013_bin.18_contig_000130,NRPS-like,NRPS
T1900044957_TA20190013_bin.18.fa.c00138_T190004...region001, T1900044957_TA20190013_bin.18_T1900044957_TA20190013_bin.18_contig_000138,lassopeptide,RiPPs
T1900044957_TA20190013_bin.18.fa.c00148_T190004...region001, T1900044957_TA20190013_bin.18_T1900044957_TA20190013_bin.18_contig_000148,ranthipeptide,RiPPs
T1900044957_TA20190013_bin.184.fa.c00081_T190004...region001, T1900044957_TA20190013_bin.184_T1900044957_TA20190013_bin.184_contig_000081,ranthipeptide,RiPPs
T1900044957_TA20190013_bin.184.fa.c00129_T190004...region001, T1900044957_TA20190013_bin.184_T1900044957_TA20190013_bin.184_contig_000129,betalactone,Others
T1900044957_TA20190013_bin.200.fa.c00026_T190004...region001, T1900044957_TA20190013_bin.200_T1900044957_TA20190013_bin.200_contig_000026,NRPS-like,NRPS
T1900044957_TA20190013_bin.200.fa.c00033_T190004...region001, T1900044957_TA20190013_bin.200_T1900044957_TA20190013_bin.200_contig_000033,RRE-containing,RiPPs
T1900044957_TA20190013_bin.200.fa.c00034_T190004...region001, T1900044957_TA20190013_bin.200_T1900044957_TA20190013_bin.200_contig_000034,RRE-containing,RiPPs
T1900044957_TA20190013_bin.200.fa.c00186_T190004...region001, T1900044957_TA20190013_bin.200_T1900044957_TA20190013_bin.200_contig_000186,RRE-containing,RiPPs
T1900044957_TA20190013_bin.200.fa.c00248_T190004...region001, T1900044957_TA20190013_bin.200_T1900044957_TA20190013_bin.200_contig_000248,ranthipeptide,RiPPs
T1900044957_TA20190013_bin.227.fa.c00109_T190004...region001, T1900044957_TA20190013_bin.227_T1900044957_TA20190013_bin.227_contig_000109,arylpolyene.betalactone.NRPS,Others
T1900044957_TA20190013_bin.231.fa.c00014_T190004...region001, T1900044957_TA20190013_bin.231_T1900044957_TA20190013_bin.231_contig_000014,NRPS,NRPS
T1900044957_TA20190013_bin.231.fa.c00036_T190004...region001, T1900044957_TA20190013_bin.231_T1900044957_TA20190013_bin.231_contig_000036,RRE-containing,RiPPs
T1900044957_TA20190013_bin.231.fa.c00037_T190004...region001, T1900044957_TA20190013_bin.231_T1900044957_TA20190013_bin.231_contig_000037,betalactone,Others
T1900044957_TA20190013_bin.271.fa.c00005_T190004...region001, T1900044957_TA20190013_bin.271_T1900044957_TA20190013_bin.271_contig_000005,arylpolyene,Others
T1900044957_TA20190013_bin.271.fa.c00012_T190004...region001, T1900044957_TA20190013_bin.271_T1900044957_TA20190013_bin.271_contig_000012,NRPS-like,NRPS
T1900044957_TA20190013_bin.271.fa.c00101_T190004...region001, T1900044957_TA20190013_bin.271_T1900044957_TA20190013_bin.271_contig_000101,arylpolyene,Others
T1900044957_TA20190013_bin.271.fa.c00123_T190004...region001, T1900044957_TA20190013_bin.271_T1900044957_TA20190013_bin.271_contig_000123,RRE-containing,RiPPs
T1900044957_TA20190013_bin.284.fa.c00010_T190004...region001, T1900044957_TA20190013_bin.284_T1900044957_TA20190013_bin.284_contig_000010,ranthipeptide,RiPPs
T1900044957_TA20190013_bin.285.fa.c00166_T190004...region001, T1900044957_TA20190013_bin.285_T1900044957_TA20190013_bin.285_contig_000166,NRPS-like.betalactone,Others
T1900044957_TA20190013_bin.285.fa.c00208_T190004...region001, T1900044957_TA20190013_bin.285_T1900044957_TA20190013_bin.285_contig_000208,RRE-containing,RiPPs
T1900044957_TA20190013_bin.49.fa.c00030_T190004...region001, T1900044957_TA20190013_bin.49_T1900044957_TA20190013_bin.49_contig_000030,RRE-containing,RiPPs
T1900044957_TA20190013_bin.49.fa.c00031_T190004...region001, T1900044957_TA20190013_bin.49_T1900044957_TA20190013_bin.49_contig_000031,RRE-containing,RiPPs
T1900044957_TA20190013_bin.49.fa.c00041_T190004...region001, T1900044957_TA20190013_bin.49_T1900044957_TA20190013_bin.49_contig_000041,RRE-containing,RiPPs
T1900044957_TA20190013_bin.63.fa.c00013_T190004...region001, T1900044957_TA20190013_bin.63_T1900044957_TA20190013_bin.63_contig_000013,thioamitides,Others
T1900044957_TA20190013_bin.64.fa.c00039_T190004...region001, T1900044957_TA20190013_bin.64_T1900044957_TA20190013_bin.64_contig_000039,RRE-containing,RiPPs
T1900044957_TA20190013_bin.64.fa.c00046_T190004...region001, T1900044957_TA20190013_bin.64_T1900044957_TA20190013_bin.64_contig_000046,betalactone,Others
T1900044958_TA20190014_bin.106.fa.c00008_T190004...region001, T1900044958_TA20190014_bin.106_T1900044958_TA20190014_bin.106_contig_000008,RRE-containing,RiPPs
T1900044958_TA20190014_bin.106.fa.c00029_T190004...region001, T1900044958_TA20190014_bin.106_T1900044958_TA20190014_bin.106_contig_000029,arylpolyene,Others
T1900044958_TA20190014_bin.106.fa.c00057_T190004...region001, T1900044958_TA20190014_bin.106_T1900044958_TA20190014_bin.106_contig_000057,arylpolyene,Others
T1900044958_TA20190014_bin.106.fa.c00063_T190004...region001, T1900044958_TA20190014_bin.106_T1900044958_TA20190014_bin.106_contig_000063,arylpolyene,Others
T1900044958_TA20190014_bin.106.fa.c00075_T190004...region001, T1900044958_TA20190014_bin.106_T1900044958_TA20190014_bin.106_contig_000075,arylpolyene,Others
T1900044958_TA20190014_bin.108.fa.c00090_T190004...region001, T1900044958_TA20190014_bin.108_T1900044958_TA20190014_bin.108_contig_000090,arylpolyene,Others
T1900044958_TA20190014_bin.108.fa.c00120_T190004...region001, T1900044958_TA20190014_bin.108_T1900044958_TA20190014_bin.108_contig_000120,arylpolyene,Others
T1900044958_TA20190014_bin.109.fa.c00071_T190004...region001, T1900044958_TA20190014_bin.109_T1900044958_TA20190014_bin.109_contig_000071,NRPS,NRPS
T1900044958_TA20190014_bin.109.fa.c00154_T190004...region001, T1900044958_TA20190014_bin.109_T1900044958_TA20190014_bin.109_contig_000154,NRPS,NRPS
T1900044958_TA20190014_bin.109.fa.c00393_T190004...region001, T1900044958_TA20190014_bin.109_T1900044958_TA20190014_bin.109_contig_000393,betalactone,Others
T1900044958_TA20190014_bin.112.fa.c00153_T190004...region001, T1900044958_TA20190014_bin.112_T1900044958_TA20190014_bin.112_contig_000153,RRE-containing,RiPPs
T1900044958_TA20190014_bin.116.fa.c00027_T190004...region001, T1900044958_TA20190014_bin.116_T1900044958_TA20190014_bin.116_contig_000027,NRPS,NRPS
T1900044958_TA20190014_bin.116.fa.c00099_T190004...region001, T1900044958_TA20190014_bin.116_T1900044958_TA20190014_bin.116_contig_000099,NRPS-like,NRPS
T1900044958_TA20190014_bin.116.fa.c00101_T190004...region001, T1900044958_TA20190014_bin.116_T1900044958_TA20190014_bin.116_contig_000101,betalactone,Others
T1900044958_TA20190014_bin.117.fa.c00045_T190004...region001, T1900044958_TA20190014_bin.117_T1900044958_TA20190014_bin.117_contig_000045,arylpolyene,Others
T1900044958_TA20190014_bin.117.fa.c00070_T190004...region001, T1900044958_TA20190014_bin.117_T1900044958_TA20190014_bin.117_contig_000070,NRPS-like.NRPS,NRPS
T1900044958_TA20190014_bin.117.fa.c00108_T190004...region001, T1900044958_TA20190014_bin.117_T1900044958_TA20190014_bin.117_contig_000108,betalactone,Others
T1900044958_TA20190014_bin.129.fa.c00045_T190004...region001, T1900044958_TA20190014_bin.129_T1900044958_TA20190014_bin.129_contig_000045,thiopeptide,RiPPs
T1900044958_TA20190014_bin.129.fa.c00047_T190004...region001, T1900044958_TA20190014_bin.129_T1900044958_TA20190014_bin.129_contig_000047,NRPS,NRPS
T1900044958_TA20190014_bin.134.fa.c00072_T190004...region001, T1900044958_TA20190014_bin.134_T1900044958_TA20190014_bin.134_contig_000072,NRPS-like,NRPS
T1900044958_TA20190014_bin.141.fa.c00033_T190004...region001, T1900044958_TA20190014_bin.141_T1900044958_TA20190014_bin.141_contig_000033,RRE-containing,RiPPs
T1900044958_TA20190014_bin.143.fa.c00052_T190004...region001, T1900044958_TA20190014_bin.143_T1900044958_TA20190014_bin.143_contig_000052,RRE-containing,RiPPs
T1900044958_TA20190014_bin.149.fa.c00055_T190004...region001, T1900044958_TA20190014_bin.149_T1900044958_TA20190014_bin.149_contig_000055,terpene,Terpene
T1900044958_TA20190014_bin.149.fa.c00112_T190004...region001, T1900044958_TA20190014_bin.149_T1900044958_TA20190014_bin.149_contig_000112,NRPS,NRPS
T1900044958_TA20190014_bin.149.fa.c00166_T190004...region001, T1900044958_TA20190014_bin.149_T1900044958_TA20190014_bin.149_contig_000166,terpene,Terpene
T1900044958_TA20190014_bin.150.fa.c00085_T190004...region001, T1900044958_TA20190014_bin.150_T1900044958_TA20190014_bin.150_contig_000085,arylpolyene,Others
T1900044958_TA20190014_bin.150.fa.c00152_T190004...region001, T1900044958_TA20190014_bin.150_T1900044958_TA20190014_bin.150_contig_000152,NRPS,NRPS
T1900044958_TA20190014_bin.156.fa.c00014_T190004...region001, T1900044958_TA20190014_bin.156_T1900044958_TA20190014_bin.156_contig_000014,ranthipeptide,RiPPs
T1900044958_TA20190014_bin.156.fa.c00025_T190004...region001, T1900044958_TA20190014_bin.156_T1900044958_TA20190014_bin.156_contig_000025,lassopeptide,RiPPs
T1900044958_TA20190014_bin.156.fa.c00026_T190004...region001, T1900044958_TA20190014_bin.156_T1900044958_TA20190014_bin.156_contig_000026,RRE-containing,RiPPs
T1900044958_TA20190014_bin.156.fa.c00026_T190004...region002, T1900044958_TA20190014_bin.156_T1900044958_TA20190014_bin.156_contig_000026,RRE-containing,RiPPs
T1900044958_TA20190014_bin.165.fa.c00048_T190004...region001, T1900044958_TA20190014_bin.165_T1900044958_TA20190014_bin.165_contig_000048,ranthipeptide,RiPPs
T1900044958_TA20190014_bin.165.fa.c00054_T190004...region001, T1900044958_TA20190014_bin.165_T1900044958_TA20190014_bin.165_contig_000054,NRPS-like,NRPS
T1900044958_TA20190014_bin.165.fa.c00059_T190004...region001, T1900044958_TA20190014_bin.165_T1900044958_TA20190014_bin.165_contig_000059,lassopeptide,RiPPs
T1900044958_TA20190014_bin.165.fa.c00077_T190004...region001, T1900044958_TA20190014_bin.165_T1900044958_TA20190014_bin.165_contig_000077,RRE-containing,RiPPs
T1900044958_TA20190014_bin.171.fa.c00006_T190004...region001, T1900044958_TA20190014_bin.171_T1900044958_TA20190014_bin.171_contig_000006,NRPS-like,NRPS
T1900044958_TA20190014_bin.177.fa.c00011_T190004...region001, T1900044958_TA20190014_bin.177_T1900044958_TA20190014_bin.177_contig_000011,RRE-containing,RiPPs
T1900044958_TA20190014_bin.177.fa.c00074_T190004...region001, T1900044958_TA20190014_bin.177_T1900044958_TA20190014_bin.177_contig_000074,NRPS-like,NRPS
T1900044958_TA20190014_bin.178.fa.c00112_T190004...region001, T1900044958_TA20190014_bin.178_T1900044958_TA20190014_bin.178_contig_000112,RRE-containing,RiPPs
T1900044958_TA20190014_bin.178.fa.c00212_T190004...region001, T1900044958_TA20190014_bin.178_T1900044958_TA20190014_bin.178_contig_000212,NRPS-like,NRPS
T1900044958_TA20190014_bin.182.fa.c00028_T190004...region001, T1900044958_TA20190014_bin.182_T1900044958_TA20190014_bin.182_contig_000028,betalactone,Others
T1900044958_TA20190014_bin.182.fa.c00101_T190004...region001, T1900044958_TA20190014_bin.182_T1900044958_TA20190014_bin.182_contig_000101,RRE-containing,RiPPs
T1900044958_TA20190014_bin.182.fa.c00130_T190004...region001, T1900044958_TA20190014_bin.182_T1900044958_TA20190014_bin.182_contig_000130,NRPS,NRPS
T1900044958_TA20190014_bin.182.fa.c00153_T190004...region001, T1900044958_TA20190014_bin.182_T1900044958_TA20190014_bin.182_contig_000153,NRPS-like,NRPS
T1900044958_TA20190014_bin.185.fa.c00017_T190004...region001, T1900044958_TA20190014_bin.185_T1900044958_TA20190014_bin.185_contig_000017,betalactone,Others
T1900044958_TA20190014_bin.185.fa.c00018_T190004...region001, T1900044958_TA20190014_bin.185_T1900044958_TA20190014_bin.185_contig_000018,arylpolyene,Others
T1900044958_TA20190014_bin.185.fa.c00041_T190004...region001, T1900044958_TA20190014_bin.185_T1900044958_TA20190014_bin.185_contig_000041,NRPS,NRPS
T1900044958_TA20190014_bin.186.fa.c00018_T190004...region001, T1900044958_TA20190014_bin.186_T1900044958_TA20190014_bin.186_contig_000018,arylpolyene,Others
T1900044958_TA20190014_bin.186.fa.c00020_T190004...region001, T1900044958_TA20190014_bin.186_T1900044958_TA20190014_bin.186_contig_000020,arylpolyene,Others
T1900044958_TA20190014_bin.203.fa.c00174_T190004...region001, T1900044958_TA20190014_bin.203_T1900044958_TA20190014_bin.203_contig_000174,RRE-containing,RiPPs
T1900044958_TA20190014_bin.235.fa.c00021_T190004...region001, T1900044958_TA20190014_bin.235_T1900044958_TA20190014_bin.235_contig_000021,NRPS-like,NRPS
T1900044958_TA20190014_bin.235.fa.c00027_T190004...region001, T1900044958_TA20190014_bin.235_T1900044958_TA20190014_bin.235_contig_000027,NRPS,NRPS
T1900044958_TA20190014_bin.235.fa.c00042_T190004...region001, T1900044958_TA20190014_bin.235_T1900044958_TA20190014_bin.235_contig_000042,NRPS,NRPS
T1900044958_TA20190014_bin.235.fa.c00086_T190004...region001, T1900044958_TA20190014_bin.235_T1900044958_TA20190014_bin.235_contig_000086,RRE-containing,RiPPs
T1900044958_TA20190014_bin.249.fa.c00085_T190004...region001, T1900044958_TA20190014_bin.249_T1900044958_TA20190014_bin.249_contig_000085,ranthipeptide,RiPPs
