SGB_ID,SGBs,completeness,contamination,length,N50,taxonomy,Quality,MAGs_in_SGB
SGB_11424,TP20200814-DZC42_DT2009055370-1.MAGScoT_cleanbin_000075.fa,76.21,2.72,1165307,5314,d__Bacteria;p__Bacillota_A;c__Clostridia;o__UBA1381;f__UBA9506;g__Congzhengia;s__,Medium,4
SGB_11425,TP20200814-DZC42_DT2009055370-1.MAGScoT_cleanbin_000085.fa,80.99,3.63,2057562,4575,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__SFMI01;s__,Medium,3
SGB_11426,TP20200814-DZC43_DT2009055371-1_bin.188.fa,95.13,0.73,2490660,38336,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__RGIG7300;s__,High,30
SGB_11427,TP20200814-DZC43_DT2009055371-1_bin.190.fa,74.5,0.34,1267534,27407,d__Bacteria;p__Bacillota_A;c__Clostridia;o__UBA1381;f__UBA1381;g__RGIG9115;s__,Medium,2
SGB_11428,TP20200814-DZC43_DT2009055371-1_bin.311.fa,98.66,2.62,2794303,120535,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__,High,4
SGB_11429,TP20200814-DZC43_DT2009055371-1_bin.313.fa,95.49,1,2997181,31594,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__RGIG7193;s__,High,4
SGB_1143,T1900044636_TS20190102_bin.69.fa,84.36,0.4,1120597,9344,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__UBA1259;s__,Medium,5
SGB_11430,TP20200814-DZC43_DT2009055371-1_bin.331.fa,99.06,0.94,1774611,29777,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Traorella;s__,High,10
SGB_11431,TP20200814-DZC43_DT2009055371-1.MAGScoT_cleanbin_000007.fa,97.87,0.67,2503199,96757,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__UBA644;g__HGM12619;s__HGM12619 sp015067305,High,126
SGB_11432,TP20200814-DZC43_DT2009055371-1.MAGScoT_cleanbin_000008.fa,97.32,0,1845518,76768,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__QAKW01;g__Firm-08;s__,High,2
SGB_11433,TP20200814-DZC43_DT2009055371-1.MAGScoT_cleanbin_000013.fa,93.74,1.76,2073878,51646,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__RGIG3102;s__,High,3
SGB_11434,TP20200814-DZC43_DT2009055371-1.MAGScoT_cleanbin_000023.fa,90.6,0,1413282,98000,d__Bacteria;p__Bacillota_A;c__Clostridia;o__UMGS1840;f__HGM11507;g__HGM11507;s__,High,7
SGB_11435,TP20200814-DZC43_DT2009055371-1.MAGScoT_cleanbin_000050.fa,93.59,3.75,2474225,25272,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__Ventricola;s__,High,4
SGB_11436,TP20200814-DZC44_DT2009055372-1_bin.130.fa,85.43,1.3,2264679,65143,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA1189;s__,Medium,37
SGB_11437,TP20200814-DZC44_DT2009055372-1_bin.180.fa,91.41,2.43,1996513,7675,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__RGIG6375;s__,High,5
SGB_11438,TP20200814-DZC44_DT2009055372-1_bin.259.fa,93.58,2.24,3472865,33820,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__RGIG3925;s__,High,9
SGB_11439,TP20200814-DZC44_DT2009055372-1_bin.307.fa,94.06,2.01,2428500,19138,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__UBA1752;s__,High,14
SGB_1144,T1900044636_TS20190102.MAGScoT_cleanbin_000003.fa,93.64,2.15,2429074,73876,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp002353585,High,8
SGB_11440,TP20200814-DZC44_DT2009055372-1_bin.95.fa,82.71,2.76,2055057,6109,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__SFMI01;s__,Medium,3
SGB_11441,TP20200814-DZC44_DT2009055372-1.MAGScoT_cleanbin_000006.fa,96.53,0.34,2632946,34080,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1081;s__,High,27
SGB_11442,TP20200814-DZC44_DT2009055372-1.MAGScoT_cleanbin_000007.fa,95.71,0.02,2217350,168967,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Egerieousia;s__Egerieousia sp017935505,High,214
SGB_11443,TP20200814-DZC44_DT2009055372-1.MAGScoT_cleanbin_000026.fa,95.63,1.48,2664253,55208,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__Limiplasma;s__,High,3
SGB_11444,TP20200814-DZC44_DT2009055372-1.MAGScoT_cleanbin_000039.fa,90.16,3.53,1110265,32626,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA1242;g__Caccovivens;s__,High,4
SGB_11445,TP20200814-DZC44_DT2009055372-1.MAGScoT_cleanbin_000067.fa,90.82,2.88,2603196,71827,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__RGIG8767;s__,High,3
SGB_11446,TP20200814-DZC45_DT2009055373-1_bin.114.fa,94.85,1.01,2339610,46673,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-390;s__,High,31
SGB_11447,TP20200814-DZC45_DT2009055373-1_bin.225.fa,86.91,0.76,2147383,24864,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__,Medium,27
SGB_11448,TP20200814-DZC45_DT2009055373-1_bin.43.fa,70.14,0.22,1054988,3345,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS1279;s__,Medium,2
SGB_11449,TP20200814-DZC45_DT2009055373-1_bin.68.fa,88.95,1.17,2423274,26053,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA6857;s__,Medium,3
SGB_1145,T1900044636_TS20190102.MAGScoT_cleanbin_000004.fa,97.99,0,2255767,42590,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__QAKW01;g__Firm-08;s__,High,2
SGB_11450,TP20200814-DZC45_DT2009055373-1_bin.71.fa,84.14,4.85,1397380,5629,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__,Medium,3
SGB_11451,TP20200814-DZC45_DT2009055373-1.MAGScoT_cleanbin_000016.fa,94.36,1.85,2111410,52802,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA6857;s__,High,12
SGB_11452,TP20200814-DZC45_DT2009055373-1.MAGScoT_cleanbin_000046.fa,79.89,2.01,2013844,7664,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1081;s__,Medium,2
SGB_11453,TP20200814-DZC46_DT2009055374-1_bin.169.fa,91.42,3.92,2186136,13465,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__RUG099;s__,High,3
SGB_11454,TP20200814-DZC46_DT2009055374-1_bin.34.fa,95.35,0.06,2282907,45807,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA6857;s__,High,15
SGB_11455,TP20200814-DZC46_DT2009055374-1_bin.44.fa,86.78,4.29,2043545,23652,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__,Medium,2
SGB_11456,TP20200814-DZC46_DT2009055374-1.MAGScoT_cleanbin_000013.fa,97.9,2.6,2132574,25917,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__SFEL01;s__,High,2
SGB_11457,TP20200814-DZC46_DT2009055374-1.MAGScoT_cleanbin_000015.fa,93.74,1.34,2250252,78841,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__DTU089;s__,High,5
SGB_11458,TP20200814-DZC46_DT2009055374-1.MAGScoT_cleanbin_000018.fa,92.99,2.13,2044356,14744,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__SIG603;s__,High,22
SGB_11459,TP20200814-DZC46_DT2009055374-1.MAGScoT_cleanbin_000030.fa,84.39,1.08,1701456,6383,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__RUG521;s__,Medium,4
SGB_1146,T1900044636_TS20190102.MAGScoT_cleanbin_000005.fa,95.3,0.67,1439934,161507,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__JAAYXM01;g__SIG480;s__,High,2
SGB_11460,TP20200814-DZC46_DT2009055374-1.MAGScoT_cleanbin_000037.fa,91.97,3.42,1386079,33866,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__,High,2
SGB_11461,TP20200814-DZC46_DT2009055374-1.MAGScoT_cleanbin_000041.fa,73.94,0.89,1676377,10555,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__RGIG3438;s__,Medium,2
SGB_11462,TP20200814-DZC46_DT2009055374-1.MAGScoT_cleanbin_000079.fa,90.16,4.03,1738573,5822,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__,High,4
SGB_11463,TP20200814-DZC47_DT2009055375-1_bin.124.fa,95.64,1.34,1898148,36328,d__Bacteria;p__Bacillota_A;c__Clostridia;o__UBA1381;f__UBA1381;g__Avimonoglobus;s__,High,2
SGB_11464,TP20200814-DZC47_DT2009055375-1_bin.143.fa,92.55,1.36,1381860,15331,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__,High,7
SGB_11465,TP20200814-DZC47_DT2009055375-1_bin.144.fa,64.25,0.89,1320869,4040,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__RUG14199;s__RUG14199 sp015063695,Medium,3
SGB_11466,TP20200814-DZC47_DT2009055375-1_bin.177.fa,82.6,1.53,1451498,5132,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__SIG710;s__,Medium,4
SGB_11467,TP20200814-DZC47_DT2009055375-1_bin.32.fa,84.82,2.82,1638041,11972,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__,Medium,3
SGB_11468,TP20200814-DZC47_DT2009055375-1_bin.65.fa,80.54,1.55,2040540,18740,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimenecus;s__,Medium,2
SGB_11469,TP20200814-DZC47_DT2009055375-1.MAGScoT_cleanbin_000002.fa,96.42,2.04,2256416,97713,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__DTU089;s__,High,18
SGB_1147,T1900044636_TS20190102.MAGScoT_cleanbin_000015.fa,96.64,0.89,1522494,87998,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS172;s__,High,15
SGB_11470,TP20200814-DZC47_DT2009055375-1.MAGScoT_cleanbin_000028.fa,83.45,1.76,1491868,5870,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__,Medium,3
SGB_11471,TP20200814-DZC47_DT2009055375-1.MAGScoT_cleanbin_000036.fa,89.12,3.21,2135265,12214,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__HGM12713;s__,Medium,5
SGB_11472,TP20200814-DZC48_DT2009055376-1_bin.114.fa,81.49,1.34,2175472,5893,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__SIG526;s__,Medium,2
SGB_11473,TP20200814-DZC48_DT2009055376-1_bin.11.fa,93.74,2.68,1484705,34016,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__SIG565;s__,High,2
SGB_11474,TP20200814-DZC48_DT2009055376-1_bin.129.fa,91.66,3.19,1964404,17199,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__,High,11
SGB_11475,TP20200814-DZC48_DT2009055376-1_bin.82.fa,93.08,1.72,2440334,50675,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__RGIG6307;s__,High,3
SGB_11476,TP20200814-DZC48_DT2009055376-1.MAGScoT_cleanbin_000004.fa,97.57,2.01,1472464,21627,d__Bacteria;p__Bacillota_A;c__Clostridia;o__RUG12999;f__RUG12999;g__;s__,High,9
SGB_11477,TP20200814-DZC48_DT2009055376-1.MAGScoT_cleanbin_000006.fa,97.32,0.34,1628111,87417,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS172;s__,High,9
SGB_11478,TP20200814-DZC48_DT2009055376-1.MAGScoT_cleanbin_000012.fa,96.93,1.31,2347727,100077,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3766;s__,High,8
SGB_11479,TP20200814-DZC48_DT2009055376-1.MAGScoT_cleanbin_000025.fa,88.32,1.98,3198863,10396,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Saccharofermentanales;f__Saccharofermentanaceae;g__Saccharofermentans;s__,Medium,2
SGB_1148,T1900044636_TS20190102.MAGScoT_cleanbin_000017.fa,93.82,1.97,2320699,42007,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__P3;g__UBA1711;s__,High,19
SGB_11480,TP20200814-DZC48_DT2009055376-1.MAGScoT_cleanbin_000048.fa,79.8,0.72,1138877,5361,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__UBA1259;s__,Medium,7
SGB_11481,TP20200814-DZC48_DT2009055376-1.MAGScoT_cleanbin_000062.fa,75.29,0.44,1635516,3960,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Eubacteriales;f__Anaerofustaceae;g__SVCP01;s__,Medium,2
SGB_11482,TP20200814-DZC49_DT2009055377-1_bin.100.fa,97.63,1.15,4309558,92303,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Thermoguttaceae;g__RGIG3701;s__RGIG3701 sp017939795,High,68
SGB_11483,TP20200814-DZC49_DT2009055377-1_bin.101.fa,89.68,0.89,2648166,28000,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RUG806;s__,Medium,3
SGB_11484,TP20200814-DZC49_DT2009055377-1_bin.122.fa,91.89,0.89,2878534,9837,d__Bacteria;p__Bacillota_A;c__Clostridia;o__UMGS1810;f__UMGS1810;g__RGIG1828;s__,High,10
SGB_11485,TP20200814-DZC49_DT2009055377-1_bin.128.fa,96.04,1.34,1516196,24953,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RUG612;s__,High,5
SGB_11486,TP20200814-DZC49_DT2009055377-1_bin.134.fa,82.02,5.86,835494,4941,d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__Scybalousia;s__,Medium,2
SGB_11487,TP20200814-DZC49_DT2009055377-1_bin.260.fa,80.97,0.73,1472230,4895,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__UMGS1820;s__,Medium,7
SGB_11488,TP20200814-DZC49_DT2009055377-1_bin.301.fa,71.21,0.89,1476784,5164,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__,Medium,2
SGB_11489,TP20200814-DZC49_DT2009055377-1_bin.372.fa,92.79,2.68,1775431,33718,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RUG11462;s__,High,2
SGB_1149,T1900044636_TS20190102.MAGScoT_cleanbin_000019.fa,96.2,0.06,1897464,27446,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__QAKW01;g__QAKW01;s__,High,9
SGB_11490,TP20200814-DZC49_DT2009055377-1_bin.399.fa,97.46,0.79,3341841,45425,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__,High,19
SGB_11491,TP20200814-DZC49_DT2009055377-1_bin.415.fa,85.23,1.48,1529497,13207,d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__RUG14156;g__RGIG1918;s__,Medium,2
SGB_11492,TP20200814-DZC49_DT2009055377-1_bin.421.fa,84.74,4.72,2525493,6330,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__UBA1224;s__,Medium,3
SGB_11493,TP20200814-DZC49_DT2009055377-1_bin.47.fa,80.73,1.85,2013682,8272,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA6857;s__,Medium,2
SGB_11494,TP20200814-DZC49_DT2009055377-1_bin.76.fa,80.49,0,784072,52089,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Nanosyncoccaceae;g__Nanosyncoccus;s__,Medium,22
SGB_11495,TP20200814-DZC49_DT2009055377-1_bin.80.fa,96.37,4.25,1504259,51733,d__Bacteria;p__Bacillota_A;c__Clostridia;o__UBA1381;f__UBA1381;g__UBA1738;s__,High,2
SGB_11496,TP20200814-DZC49_DT2009055377-1_bin.81.fa,95.99,1.28,1951946,9008,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__CAG-1024;s__,High,2
SGB_11497,TP20200814-DZC49_DT2009055377-1_bin.94.fa,95.12,1.34,1547479,38825,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__JAAYXM01;g__RGIG7332;s__,High,3
SGB_11498,TP20200814-DZC49_DT2009055377-1.MAGScoT_cleanbin_000002.fa,88.89,1.88,1864113,12070,d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__QHMH01;s__QHMH01 sp017476325,Medium,2
SGB_11499,TP20200814-DZC49_DT2009055377-1.MAGScoT_cleanbin_000005.fa,95.97,4.36,1901073,38070,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__RGIG1995;s__,High,2
SGB_115,T1900044545_TS20190011_bin.48.fa,94.8,3.19,2161044,12242,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA3855;s__,High,4
SGB_1150,T1900044636_TS20190102.MAGScoT_cleanbin_000020.fa,95.3,0,1895903,117070,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__UBA737 sp017439845,High,28
SGB_11500,TP20200814-DZC49_DT2009055377-1.MAGScoT_cleanbin_000009.fa,97.85,0,1978339,114435,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__CAZU01;s__CAZU01 sp017501665,High,62
SGB_11501,TP20200814-DZC49_DT2009055377-1.MAGScoT_cleanbin_000019.fa,97.17,0.94,2193124,82258,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__RGIG4607;s__RGIG4607 sp017473265,High,21
SGB_11502,TP20200814-DZC49_DT2009055377-1.MAGScoT_cleanbin_000020.fa,96.64,2.71,2023092,131412,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E sp017456845,High,11
SGB_11503,TP20200814-DZC49_DT2009055377-1.MAGScoT_cleanbin_000025.fa,91.64,1.68,1602622,40248,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Fumia;s__,High,2
SGB_11504,TP20200814-DZC49_DT2009055377-1.MAGScoT_cleanbin_000035.fa,92.65,0.8,2301011,30376,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__,High,2
SGB_11505,TP20200814-DZC49_DT2009055377-1.MAGScoT_cleanbin_000045.fa,96.55,1.15,4267145,79644,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Thermoguttaceae;g__RUG369;s__,High,3
SGB_11506,TP20200814-DZC49_DT2009055377-1.MAGScoT_cleanbin_000051.fa,64.7,0,1399888,14004,d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-492;s__,Medium,2
SGB_11507,TP20200814-DZC49_DT2009055377-1.MAGScoT_cleanbin_000052.fa,91.28,1.07,2386009,22558,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__RUG14199;s__,High,2
SGB_11508,TP20200814-DZC49_DT2009055377-1.MAGScoT_cleanbin_000053.fa,86.47,3.82,2755969,9443,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__RF16;s__,Medium,2
SGB_11509,TP20200814-DZC49_DT2009055377-1.MAGScoT_cleanbin_000056.fa,96.23,4.51,1825789,49983,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__,High,7
SGB_1151,T1900044636_TS20190102.MAGScoT_cleanbin_000033.fa,90.47,1.42,3837228,52448,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__RFP12;f__UBA1067;g__UBA1067;s__UBA1067 sp902799955,High,2
SGB_11510,TP20200814-DZC49_DT2009055377-1.MAGScoT_cleanbin_000058.fa,92.88,5.26,2317020,14349,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__RGIG3135;s__,Medium,5
SGB_11511,TP20200814-DZC49_DT2009055377-1.MAGScoT_cleanbin_000062.fa,87.53,0.71,1924403,9704,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__SFDP01;s__,Medium,2
SGB_11512,TP20200814-DZC49_DT2009055377-1.MAGScoT_cleanbin_000073.fa,82.57,2.4,877417,11620,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rs-D84;f__Rs-D84;g__Enterousia;s__,Medium,2
SGB_11513,TP20200814-DZC49_DT2009055377-1.MAGScoT_cleanbin_000075.fa,87.47,2.22,1620817,16045,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__UMGS1783;g__CAKSHC01;s__,Medium,3
SGB_11514,TP20200814-DZC49_DT2009055377-1.MAGScoT_cleanbin_000085.fa,89.19,2.58,2647461,7780,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RUG806;s__RUG806 sp017396895,Medium,4
SGB_11515,TP20200814-DZC49_DT2009055377-1.MAGScoT_cleanbin_000099.fa,68.75,0.17,958037,3067,d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__Avelusimicrobium;s__,Medium,2
SGB_11516,TP20200814-DZC49_DT2009055377-1.MAGScoT_cleanbin_000123.fa,63.79,0.22,1396163,15515,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__QAKW01;g__RGIG9041;s__,Medium,2
SGB_11517,TP20200814-DZC4_DT2009055332-1_bin.60.fa,83.7,1.01,2306191,6204,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__,Medium,2
SGB_11518,TP20200814-DZC4_DT2009055332-1_bin.80.fa,88.59,1.76,2376449,8126,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__RUG12395;s__,Medium,10
SGB_11519,TP20200814-DZC4_DT2009055332-1.MAGScoT_cleanbin_000002.fa,97.58,0,2896762,66019,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__F082;g__Limimorpha;s__Limimorpha sp015061365,High,253
SGB_1152,T1900044636_TS20190102.MAGScoT_cleanbin_000039.fa,94.25,0,4436312,12350,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Thermoguttaceae;g__RUG11551;s__,High,4
SGB_11520,TP20200814-DZC4_DT2009055332-1.MAGScoT_cleanbin_000006.fa,98.43,1.61,3498017,31343,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__HUN007;s__,High,2
SGB_11521,TP20200814-DZC4_DT2009055332-1.MAGScoT_cleanbin_000009.fa,93.2,0,2700974,58200,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia sp017517805,High,26
SGB_11522,TP20200814-DZC4_DT2009055332-1.MAGScoT_cleanbin_000015.fa,97.47,1.57,3484824,50984,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RUG806;s__,High,5
SGB_11523,TP20200814-DZC4_DT2009055332-1.MAGScoT_cleanbin_000017.fa,94.83,0.96,1537404,39820,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__,High,6
SGB_11524,TP20200814-DZC4_DT2009055332-1.MAGScoT_cleanbin_000022.fa,92.04,1.03,1365007,9609,d__Bacteria;p__Bacillota_A;c__Clostridia;o__UMGS1810;f__UMGS1810;g__RGIG1828;s__,High,6
SGB_11525,TP20200814-DZC4_DT2009055332-1.MAGScoT_cleanbin_000030.fa,93.22,2.85,1862380,27942,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UBA1740;s__UBA1740 sp017621415,High,5
SGB_11526,TP20200814-DZC4_DT2009055332-1.MAGScoT_cleanbin_000051.fa,87.72,5.7,2427838,5782,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__SIG598;s__,Medium,2
SGB_11527,TP20200814-DZC50_DT2009055378-1_bin.162.fa,93.74,4.59,2228050,24309,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__,High,4
SGB_11528,TP20200814-DZC50_DT2009055378-1_bin.176.fa,88.56,0.67,1626150,8021,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__UBA1752;s__,Medium,3
